Census.Date,Ward,Village.2002,Village,vitongoji,Adults,Children,dogs,vacc_dogs,pups,vacc_pups,cats,vacc_cats,kittens,vacc_kittens,humansTotal,dogsTotal
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,0,0,0,0,0,0,0,0,8,0
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,2,2,0,0,3,0,0,0,4,2
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,10,5,2,0,0,0,0,0,0,13,5
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,7,1,1,0,0,0,0,0,0,10,1
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,1,0,0,0,0,2,0,0,0,4,0
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,0,0,0,0,4,0
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,5,5,2,0,0,1,0,0,0,10,5
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,0,3,2,0,0,0,0,0,0,3,3
07/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,2,3,0,0,0,0,0,0,0,7,3
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,6,2,4,1,0,0,2,0,0,0,8,4
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,7,5,2,0,0,0,2,0,0,0,12,2
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,1,0,0,0,0,0,0,0,8,1
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,2,1,0,0,0,1,0,0,0,6,1
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,1,1,0,0,0,0,0,0,7,1
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,5,0,0,0,0,0,0,0,0,9,0
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,3,2,0,0,0,1,0,0,0,6,2
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,6,2,2,0,0,1,0,0,0,9,2
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,3,4,1,0,0,1,0,0,0,7,4
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,1,0,0,0,0,0,0,0,0,3,0
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,6,4,1,0,0,0,2,0,0,0,10,1
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,3,0,0,0,1,0,0,0,8,3
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,2,3,1,0,0,0,0,0,0,7,3
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,2,1,1,4,0,0,0,0,0,5,5
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,3,0,0,0,1,0,0,0,8,3
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,7,1,0,0,0,0,0,0,0,11,1
09/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,1,0,0,0,0,0,0,0,4,1
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,1,0,0,0,4,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,7,4,1,0,0,1,0,0,0,9,4
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,0,0,0,0,0,0,0,0,7,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,6,1,0,0,0,0,0,0,5,6
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,0,0,0,0,1,0,0,0,7,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,5,6,6,0,0,2,0,3,0,10,6
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,4,1,0,0,0,0,0,0,0,5,1
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,0,0,0,0,0,0,0,0,0,4,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,0,0,0,0,1,0,0,0,8,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,4,2,2,0,0,2,0,0,0,9,2
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,1,0,0,0,0,0,0,0,0,2,0
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,3,1,0,0,0,0,0,0,4,3
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,1,0,0,0,0,0,0,0,7,1
11/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,2,0,0,0,0,0,0,0,0,5,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,2,0,0,0,0,0,0,0,0,3,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,3,4,0,0,0,0,0,0,0,7,4
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,8,5,3,1,0,1,0,1,0,10,6
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,6,3,0,0,0,0,0,0,0,9,3
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,3,0,0,0,0,0,0,0,6,3
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,2,0,0,0,0,0,4,2
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,0,0,0,0,4,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,4,1,1,0,0,0,0,0,0,9,1
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,1,0,0,0,0,0,0,0,4,1
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,7,1,0,0,0,0,0,0,0,9,1
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,5,4,2,0,0,0,0,0,0,0,9,2
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,0,0,0,0,4,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,3,0,0,0,1,0,0,0,7,3
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,0,0,0,0,0,0,0,0,8,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,6,2,0,0,0,0,0,0,0,9,2
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,6,0,0,0,0,0,0,0,0,10,0
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,1,0,0,0,0,0,0,0,4,1
13/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,11,4,0,0,0,0,0,0,0,13,4
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,2,0,0,0,0,0,0,0,0,3,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,3,1,0,0,0,0,0,0,0,6,1
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,7,3,2,0,0,0,0,0,0,10,3
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,6,2,2,0,0,2,0,0,0,10,2
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,9,3,1,0,0,1,0,0,0,12,3
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,6,0,0,0,0,1,0,0,0,10,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,1,1,0,0,1,0,0,0,4,1
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,3,2,0,0,0,0,0,0,7,3
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,3,3,0,0,0,0,0,0,8,3
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,14,13,3,3,2,0,1,0,0,0,27,5
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,1,1,0,0,1,0,0,0,8,1
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,6,2,2,2,0,0,0,0,0,9,4
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,3,3,0,0,0,0,1,0,0,0,6,0
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,2,2,0,0,1,0,0,0,7,2
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,2,2,0,0,2,0,0,0,7,2
15/03/2012,Rigicha,Wagete,Wagete,Mabatini,4,0,2,2,0,0,1,0,0,0,4,2
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,0,0,0,0,0,0,0,0,8,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,2,0,0,0,0,1,0,0,0,6,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,4,0,0,0,0,0,0,0,0,5,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,1,0,0,0,0,1,0,0,0,3,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,7,1,1,0,0,0,0,0,0,11,1
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,2,0,0,0,0,0,0,0,6,2
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,1,0,0,0,6,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,7,3,0,0,0,0,0,0,0,0,10,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,0,0,0,0,4,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,5,9,2,2,0,0,1,0,0,0,14,2
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,3,1,0,0,0,0,0,0,0,7,1
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,7,5,5,5,0,0,2,0,0,0,12,5
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,5,2,0,0,0,0,0,0,0,8,2
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,3,2,0,0,0,0,0,0,0,6,2
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,1,0,0,0,0,0,0,0,0,5,0
05/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,4,2,0,3,0,0,0,0,0,8,5
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,15,6,6,0,0,1,0,0,0,19,6
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,8,11,4,1,0,0,0,0,0,0,19,4
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,1,0,0,0,1,0,0,0,1,1
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,6,8,6,3,0,0,0,0,0,0,14,6
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,5,1,0,0,0,0,0,0,0,9,1
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,3,0,0,0,0,0,0,0,4,3
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,5,7,5,2,0,0,1,0,0,0,12,5
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,4,3,0,0,0,0,1,0,0,0,7,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,1,0,0,0,0,0,0,0,0,3,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,0,0,0,0,0,0,0,0,7,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,0,0,0,0,1,0,0,0,7,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,5,11,2,2,0,0,0,0,0,0,16,2
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,0,0,0,0,0,0,0,0,0,2,0
06/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,0,0,0,0,0,0,0,0,7,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,2,1,0,0,0,1,0,0,0,5,1
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,9,0,0,0,0,0,0,0,0,12,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,9,2,1,0,0,1,0,0,0,10,2
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,3,0,0,0,0,0,0,0,0,5,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,6,3,3,3,0,0,0,0,0,0,9,3
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,1,0,0,0,0,0,0,0,0,0,1,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,2,0,5,0,0,0,0,0,8,7
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,8,3,2,0,0,0,0,0,0,0,11,2
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,4,1,0,0,0,0,0,0,0,7,1
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,4,4,0,0,0,0,0,0,6,4
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,1,0,0,0,0,0,0,0,0,3,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,1,1,0,0,0,0,0,0,7,1
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,6,0,0,0,0,1,0,0,0,8,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,4,0,0,0,0,0,0,0,0,6,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,5,0,0,0,0,0,0,0,0,7,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,2,2,0,0,0,0,0,0,0,0,4,0
08/04/2012,Rigicha,Wagete,Wagete,Mabatini,3,6,5,2,0,0,1,0,0,0,9,5
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,7,0,0,0,0,0,0,0,0,9,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,4,3,0,0,1,0,0,0,0,0,7,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,10,4,3,3,5,0,1,0,2,0,14,8
10/04/2012,Rigicha,Wagete,Wagete,Majengo,1,0,0,0,0,0,0,0,0,0,1,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,0,0,0,0,0,0,0,0,0,2,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,0,0,0,0,0,0,0,0,4,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,4,2,1,1,0,0,0,0,0,0,6,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,3,2,0,0,0,0,0,0,0,0,5,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,1,1,0,0,0,0,0,0,0,3,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,4,0,0,0,0,0,0,0,0,6,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,4,0,0,0,0,0,0,0,0,6,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,1,0,0,0,0,0,0,0,4,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,3,5,1,1,0,0,0,0,0,0,8,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,4,1,1,0,0,0,0,0,0,6,1
10/04/2012,Rigicha,Wagete,Wagete,Majengo,3,6,0,0,0,0,0,0,0,0,9,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,0,0,0,0,0,0,0,0,4,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,7,5,0,0,0,0,1,0,2,0,12,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,0,0,0,0,0,0,0,0,4,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,1,2,0,0,0,0,0,0,0,0,3,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,1,0,0,0,0,0,0,0,0,0,1,0
10/04/2012,Rigicha,Wagete,Wagete,Majengo,5,11,7,4,0,0,0,0,0,0,16,7
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,5,0,0,0,0,0,0,0,0,7,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,3,23,4,3,0,0,1,0,0,0,26,4
12/04/2012,Rigicha,Wagete,Wagete,Majengo,3,2,1,0,0,0,0,0,0,0,5,1
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,5,0,0,0,0,0,0,0,0,7,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,1,0,0,0,1,0,0,0,4,1
12/04/2012,Rigicha,Wagete,Wagete,Majengo,1,0,0,0,0,0,2,0,0,0,1,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,4,0,0,0,0,0,0,0,0,6,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,2,0,0,0,0,0,0,0,0,4,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,1,0,0,0,0,0,0,0,0,0,1,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,6,2,5,5,0,0,2,0,0,0,8,5
12/04/2012,Rigicha,Wagete,Wagete,Majengo,7,8,3,3,0,0,2,0,0,0,15,3
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,5,0,0,0,0,0,0,0,0,7,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,3,3,2,1,0,0,0,0,0,0,6,2
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,5,0,0,0,0,1,0,0,0,7,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,0,3,1,0,0,1,0,0,0,2,3
12/04/2012,Rigicha,Wagete,Wagete,Majengo,2,0,0,0,0,0,0,0,0,0,2,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,6,4,2,0,0,0,2,0,0,0,10,2
12/04/2012,Rigicha,Wagete,Wagete,Majengo,3,4,1,0,0,0,0,0,0,0,7,1
12/04/2012,Rigicha,Wagete,Wagete,Majengo,4,4,0,0,0,0,0,0,0,0,8,0
12/04/2012,Rigicha,Wagete,Wagete,Majengo,5,6,5,0,0,0,2,0,0,0,11,5
12/04/2012,Rigicha,Wagete,Wagete,Majengo,6,9,5,3,0,0,0,0,0,0,15,5
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,5,1,1,0,0,1,0,0,0,7,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,2,3,0,0,0,1,0,0,0,5,3
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,4,6,1,0,0,0,0,0,0,0,10,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,8,3,0,0,0,0,0,0,0,11,3
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,0,1,0,0,0,0,0,0,0,2,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,5,1,1,0,0,0,0,0,0,7,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,6,1,0,0,0,0,0,0,0,9,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,2,1,0,0,0,0,0,0,0,5,1
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,4,2,0,0,0,3,0,0,0,6,2
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,4,5,0,0,0,0,0,0,0,0,9,0
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,7,9,5,0,0,0,1,0,0,0,16,5
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,4,5,3,1,0,0,0,0,0,0,9,3
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,6,10,4,4,1,0,1,0,0,0,16,5
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,1,0,0,0,0,0,0,0,0,0,1,0
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,2,0,0,0,0,0,0,0,0,4,0
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,4,5,2,0,0,0,0,0,0,0,9,2
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,3,2,0,0,0,1,0,0,0,6,2
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,3,3,0,0,0,1,0,0,0,6,3
21/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,5,0,0,0,0,1,0,0,0,7,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,6,4,1,0,0,0,0,0,0,0,10,1
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,4,2,2,0,0,0,1,0,0,0,6,2
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,0,0,0,0,0,0,0,0,0,2,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,5,0,0,0,0,0,0,0,0,8,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,1,6,0,0,0,0,0,0,0,0,7,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,5,1,2,0,0,0,2,0,0,0,6,2
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,1,0,0,0,0,0,0,0,0,3,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,3,1,0,0,0,0,0,0,0,0,4,0
22/06/2012,Rigicha,Wagete,Wagete,Bondeni,2,4,1,0,0,0,1,0,0,0,6,1
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,4,0,0,0,0,0,0,0,0,6,0
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,1,0,0,0,0,0,0,0,0,3,0
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,2,4,4,1,0,0,0,0,0,5,5
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,5,0,0,0,0,0,0,0,0,7,0
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,6,1,1,0,0,1,0,0,0,9,1
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,5,3,0,0,0,1,0,0,0,7,3
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,6,0,0,0,0,0,0,0,0,9,0
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,9,7,6,0,0,0,1,0,0,0,16,6
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,5,5,1,0,0,1,0,0,0,8,5
22/06/2012,Rigicha,Wagete,Wagete,Ngayani,4,3,1,0,0,0,0,0,0,0,7,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,1,0,0,0,0,0,0,0,0,3,0
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,4,9,2,0,0,0,0,0,0,0,13,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,5,2,0,0,0,0,0,0,0,8,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,7,5,1,0,0,0,0,0,0,10,5
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,5,4,2,0,0,0,0,0,0,7,4
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,1,1,0,0,0,0,0,0,0,3,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,1,0,0,0,0,0,0,0,0,3,0
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,5,1,0,0,0,0,0,0,0,7,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,2,4,0,0,0,0,0,0,0,4,4
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,5,10,2,1,0,0,1,0,0,0,15,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,1,2,0,0,0,0,0,0,0,4,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,0,2,0,0,0,0,0,0,0,3,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,1,0,0,0,0,0,0,0,0,0,1,0
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,6,1,0,0,0,0,0,0,0,9,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,7,2,2,0,0,1,0,0,0,9,2
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,6,1,0,0,0,1,0,0,0,8,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,4,7,1,0,0,0,1,0,0,0,11,1
23/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,5,0,0,0,0,1,0,0,0,8,0
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,11,6,4,0,0,1,0,0,0,14,6
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,3,8,3,0,0,0,1,0,0,0,11,3
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,2,2,1,0,0,0,0,0,0,0,4,1
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,4,8,1,0,0,0,1,0,0,0,12,1
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,5,4,3,2,0,0,1,0,0,0,9,3
24/06/2012,Rigicha,Wagete,Wagete,Ngayani,1,0,3,0,0,0,0,0,0,0,1,3
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,4,2,1,0,0,0,0,0,0,0,6,1
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,2,7,3,0,0,0,1,0,0,0,9,3
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,6,2,1,0,0,0,1,0,0,0,8,1
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,1,0,0,0,0,0,0,0,0,0,1,0
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,2,6,1,0,0,0,0,0,0,0,8,1
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,8,9,4,2,0,0,1,0,0,0,17,4
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,2,1,0,0,0,0,0,0,0,0,3,0
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,3,2,0,0,0,0,0,0,0,0,5,0
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,3,2,0,0,0,0,0,0,0,0,5,0
24/06/2012,Rigicha,Wagete,Wagete,Mwamanota,2,4,1,0,0,0,0,0,0,0,6,1
25/06/2012,Rigicha,Wagete,Wagete,Mwamanota,2,2,0,0,0,0,0,0,0,0,4,0
25/06/2012,Rigicha,Wagete,Wagete,Mwamanota,4,4,1,0,0,0,2,0,0,0,8,1
