Census.Date,Ward,Village.2002,Village,vitongoji,Adults,Children,dogs,vacc_dogs,pups,vacc_pups,cats,vacc_cats,kittens,vacc_kittens,humansTotal,dogsTotal
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,1,0,0,0,0,0,0,0,0,3,0
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,3,0,0,0,0,1,0,0,0,8,0
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,2,2,2,0,0,1,1,0,0,3,2
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,0,0,0,0,0,0,0,0,0,2,0
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,4,0,0,0,0,0,0,0,0,7,0
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,1,1,0,0,0,0,0,0,0,2,1
26/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,7,0,0,1,0,0,0,0,0,8,1
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,2,0,0,0,0,0,0,0,0,6,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,8,1,0,0,0,0,0,0,0,0,9,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,3,2,2,0,0,1,0,0,0,8,2
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,0,0,0,0,0,0,0,1,0,2,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,2,0,0,1,0,0,0,1,0,4,1
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,4,2,2,2,0,0,0,0,0,8,4
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,4,0,0,1,0,0,0,0,0,5,1
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,7,0,0,0,0,0,0,0,0,10,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,5,0,0,1,0,0,0,0,0,7,1
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,4,0,0,0,0,0,0,0,0,5,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,4,2,2,1,0,0,0,0,0,6,3
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,4,2,2,0,0,0,0,0,0,6,2
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,3,0,0,0,0,0,0,0,0,5,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,2,1,1,1,0,0,0,0,0,6,2
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,5,0,0,0,0,0,0,0,0,8,0
27/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,2,0,0,0,0,0,0,0,0,4,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,1,0,0,0,0,0,0,0,0,0,1,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,2,0,0,0,0,1,1,0,0,4,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,3,0,0,0,0,0,0,0,0,6,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,4,0,0,0,0,0,0,0,0,6,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,4,2,2,1,0,0,0,0,0,9,3
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,2,2,2,1,0,0,0,0,0,4,3
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,7,2,5,5,1,0,0,0,1,0,9,6
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,4,0,0,0,0,0,0,0,0,8,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,3,5,5,1,0,0,0,0,0,5,6
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,3,1,1,1,0,0,0,0,0,8,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,2,1,1,2,0,0,0,1,0,4,3
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,5,2,2,1,0,2,0,0,0,9,3
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,5,1,1,1,0,0,0,1,0,9,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,2,1,1,1,0,1,0,0,0,5,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,7,1,1,3,0,0,0,0,0,11,4
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,6,6,3,2,1,0,1,0,0,0,12,4
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,7,4,4,0,0,2,0,0,0,12,4
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,4,9,2,2,0,0,0,0,0,0,13,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,5,2,2,2,0,0,1,1,3,0,7,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,0,0,0,0,0,0,0,0,0,2,0
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,5,2,2,3,0,1,1,0,0,7,5
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,4,2,2,0,0,0,0,0,0,6,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,6,2,2,1,0,1,0,0,0,9,3
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,2,3,0,0,2,0,0,0,0,0,5,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,4,2,2,0,0,0,0,0,0,7,2
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,3,0,0,1,0,0,0,0,0,6,1
29/06/2010,Morotonga,Morotonga,Morotonga,Morotonga,3,0,0,0,0,0,0,0,1,0,3,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,6,6,1,1,0,0,0,0,0,0,12,1
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,2,2,3,0,0,0,1,0,7,5
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,2,0,0,0,0,0,0,0,0,3,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,2,2,1,0,1,0,1,0,6,3
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,1,0,4,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,5,0,0,0,0,0,0,0,0,8,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,4,0,0,0,0,0,0,0,0,8,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,1,0,1,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,4,0,0,1,0,1,0,1,0,9,1
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,5,1,1,1,0,0,0,0,0,8,2
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,11,2,2,0,0,1,0,0,0,18,2
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,1,3,3,0,0,1,0,1,0,3,3
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,4,0,0,0,0,0,0,0,0,5,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,4,0,0,0,0,0,0,0,0,5,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,4,0,0,0,0,0,0,0,0,8,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,1,0,1,0,0,0,2,1
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,8,6,2,0,3,0,0,0,0,0,14,5
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,1,0,0,0,0,0,0,0,0,3,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,3,0,0,0,0,0,0,0,0,5,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,2,0,0,0,0,0,0,0,0,5,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,6,6,0,0,0,0,1,1,0,0,12,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,6,3,3,0,0,1,0,0,0,10,3
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,8,4,1,1,0,0,0,0,0,0,12,1
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,1,2,2,4,0,0,0,1,0,8,6
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,2,3,3,2,0,1,0,0,0,9,5
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,2,0,0,0,0,0,0,0,0,5,0
01/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,2,2,0,0,0,0,0,0,6,2
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,2,0,0,0,0,0,0,0,0,7,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,5,2,2,0,0,0,0,0,0,10,2
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,2,2,0,0,0,0,0,0,4,2
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,3,0,0,0,0,0,0,0,0,4,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,3,2,2,1,0,0,0,0,0,6,3
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,3,0,0,0,0,0,0,0,0,5,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,5,1,0,0,0,0,0,0,0,9,1
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,0,0,0,0,0,0,0,0,7,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,4,0,0,0,0,0,0,0,0,5,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,1,1,2,0,1,0,0,0,2,3
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,7,0,0,1,0,1,0,0,0,9,1
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,3,1,1,0,0,1,0,0,0,6,1
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,6,5,2,2,1,0,1,0,2,0,11,3
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,5,0,0,0,0,1,1,0,0,7,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,3,4,4,1,0,1,0,0,0,6,5
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,1,1,1,2,0,1,0,0,0,4,3
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,5,0,0,0,0,0,0,0,0,7,0
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,5,1,1,0,0,0,0,0,0,10,1
02/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,0,0,4,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,1,1,0,0,1,0,0,0,4,1
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,7,2,2,0,0,0,0,1,0,11,2
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,2,2,1,0,0,0,1,0,6,3
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,3,2,2,0,0,1,0,0,0,5,2
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,6,1,1,2,0,0,0,1,0,8,3
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,0,0,4,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,0,0,0,0,0,1,0,0,0,3,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,10,3,3,1,0,1,1,0,0,17,4
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,5,1,1,1,0,0,0,1,0,12,2
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,1,1,1,0,0,1,0,0,0,3,1
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,4,0,0,3,0,0,0,0,0,9,3
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,2,2,2,0,1,1,0,0,7,4
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,3,2,2,1,0,0,0,0,0,6,3
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,0,0,4,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,4,0,0,0,0,0,0,0,0,8,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,1,0,0,0,0,0,4,1
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,0,0,0,0,0,0,0,0,7,0
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,2,1,0,0,1,0,0,0,7,2
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,6,1,1,1,0,1,0,0,0,10,2
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,6,8,2,1,1,0,0,0,0,0,14,3
03/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,0,2,2,1,0,0,0,0,0,3,3
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,4,2,2,2,0,0,0,0,0,8,4
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,4,2,2,0,0,0,0,0,0,7,2
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,2,1,1,1,0,0,0,1,0,5,2
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,5,0,0,3,0,1,0,0,0,8,3
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,3,0,0,0,0,0,0,0,0,4,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,2,0,0,0,0,0,0,0,0,5,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,5,2,2,0,0,0,0,0,0,8,2
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,1,1,0,0,0,0,0,0,6,1
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,0,0,4,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,6,1,1,0,0,1,1,0,0,9,1
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,1,0,0,0,0,0,0,0,6,1
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,2,1,1,0,0,1,0,0,0,7,1
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,0,0,0,0,0,0,0,0,0,3,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,3,0,0,0,0,0,0,0,1,0,3,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,4,1,1,1,0,1,0,0,0,8,2
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,0,0,0,0,0,0,6,0
05/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,0,0,0,0,0,0,6,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,0,0,0,0,0,0,6,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,5,2,2,4,0,0,0,0,0,7,6
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,1,0,0,0,0,0,0,0,0,3,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,7,2,0,0,0,0,0,0,0,0,9,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,0,0,0,0,0,0,0,0,0,2,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,1,0,2,0,0,0,0,0,4,3
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,1,1,3,0,0,0,0,0,6,4
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,1,0,0,0,4,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,1,0,0,0,0,0,0,0,0,3,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,1,0,0,0,0,0,6,1
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,0,0,0,0,0,0,6,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,1,1,0,0,0,0,0,0,1,1
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,2,0,0,0,0,0,0,0,0,4,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,5,4,1,1,2,0,0,0,1,0,9,3
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,2,0,0,0,0,0,0,0,0,3,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,2,4,0,0,1,0,0,0,0,0,6,1
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,0,0,0,0,0,0,0,0,0,1,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,3,0,0,0,0,0,0,0,0,4,0
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,3,1,1,6,0,1,0,0,0,7,7
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,4,14,2,2,2,0,0,0,0,0,18,4
06/07/2010,Morotonga,Morotonga,Morotonga,Romakendo,1,1,0,0,0,0,0,0,0,0,2,0
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,3,3,1,0,0,0,0,0,10,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,7,4,0,0,0,1,0,0,0,9,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,4,9,4,4,2,0,2,2,0,0,13,6
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,9,3,3,1,0,1,0,0,0,10,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,2,2,0,0,1,0,3,0,7,2
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,4,4,2,0,0,0,1,0,8,6
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,7,3,3,1,0,2,2,0,0,8,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,4,3,0,0,0,0,1,0,10,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,2,1,0,1,1,0,0,7,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,4,1,0,0,0,0,1,0,10,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,9,5,4,0,0,1,0,2,0,11,5
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,4,2,0,0,0,0,0,0,0,6,2
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,2,2,0,0,1,0,3,0,7,2
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,2,1,0,0,0,0,0,7,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,4,3,0,0,1,1,0,0,8,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,8,5,4,0,0,0,0,0,0,11,5
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,7,6,5,4,0,2,2,0,0,9,10
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,9,3,3,0,0,0,0,1,0,12,3
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,2,0,0,1,0,0,0,7,2
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,4,3,0,0,0,0,2,0,7,4
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,8,6,4,0,0,1,0,0,0,11,6
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,6,3,2,0,0,0,1,0,8,8
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,2,0,0,0,0,0,0,8,3
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,7,4,3,2,0,1,1,0,0,8,6
06/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,3,3,4,0,0,0,1,0,7,7
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,8,3,2,0,0,1,0,0,0,11,3
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,2,2,3,0,0,0,0,0,7,5
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,7,3,1,0,0,1,0,3,0,8,3
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,4,1,1,0,0,0,0,0,0,6,1
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,2,4,0,1,1,0,0,8,7
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,4,0,0,1,0,1,1,0,0,5,1
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,5,3,3,0,0,0,0,0,0,6,3
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,2,0,0,1,1,0,0,7,2
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,3,2,1,3,0,0,0,1,0,5,5
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,4,3,1,1,0,1,0,0,0,6,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,8,6,6,0,0,2,2,0,0,9,6
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,3,2,1,0,0,1,0,3,0,5,2
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,4,3,1,1,0,0,0,0,0,5,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,4,4,0,0,1,0,4,0,7,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,3,3,1,0,0,0,1,0,7,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,8,7,6,0,0,1,0,0,0,11,7
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,2,0,0,0,0,1,0,8,3
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,7,4,4,0,0,1,0,2,0,8,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,3,3,1,0,0,0,1,0,7,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,4,1,0,0,1,0,2,0,8,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,5,3,0,0,0,0,0,0,10,5
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,4,3,0,0,0,0,0,0,8,4
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,4,3,3,0,0,1,1,0,0,6,3
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,0,0,0,0,0,0,0,7,2
07/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,3,0,0,1,1,3,0,8,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,0,0,2,0,1,0,0,0,8,2
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,3,0,0,0,0,1,0,7,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,3,2,2,0,0,1,1,0,0,4,2
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,3,0,0,1,0,0,0,8,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,5,4,3,0,0,0,0,0,0,7,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,7,3,2,0,0,1,0,3,0,10,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,4,1,0,0,1,1,0,0,10,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,5,4,4,0,0,0,0,1,0,6,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,3,0,0,1,1,0,0,8,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,3,1,1,3,0,0,0,1,0,4,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,4,3,2,0,1,1,0,0,10,6
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,7,4,4,1,0,0,0,1,0,9,5
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,3,0,0,0,0,0,0,8,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,7,4,0,0,0,1,0,0,0,8,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,3,2,0,0,0,0,0,1,0,4,2
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,3,3,2,0,1,1,0,0,10,5
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,2,0,0,0,0,0,0,7,2
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,3,2,2,1,0,2,2,0,0,5,3
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,4,1,0,3,0,0,0,0,0,6,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,6,3,3,2,0,2,2,0,0,8,5
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,7,4,1,0,0,0,0,0,0,9,4
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,5,4,0,0,1,1,0,0,10,5
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,7,6,6,0,0,0,0,0,0,9,6
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,0,0,0,1,0,3,0,7,2
08/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,3,0,0,0,0,0,0,7,3
09/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,0,0,0,0,0,0,0,7,3
09/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,3,6,4,2,0,0,1,0,0,0,9,4
09/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,2,8,6,6,2,0,3,3,0,0,10,8
09/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,2,2,0,0,0,0,1,0,7,2
09/12/2011,Kenyamonta,Mesaga,Mesaga,Centre,1,6,3,3,2,0,2,2,0,0,7,5
