"vc","immunity"
0.289490504728754,0.198107400743612
0.316463741363008,0.229846077263421
0.363419484195602,0.285527166421198
0.343858894994423,0.263014835811166
0.325658459920581,0.242475851063713
0.308609347548905,0.223644723516502
0.29257277703063,0.206332544426247
0.277448142133638,0.190391797110659
0.263157775869871,0.175700137448191
0.249638779708642,0.162152054009738
0.236838283490276,0.149654236897947
0.224710536147211,0.138122837572679
0.310276936898165,0.234591725127366
0.313209636130558,0.237478262937459
0.327041312194343,0.252899750959394
0.361764666788108,0.292325796903034
0.342823994506595,0.269625699597499
0.325010258980489,0.248756478714942
0.308209537576699,0.229539424443831
0.292335122718015,0.211827331166316
0.277317158717268,0.195493373136167
0.26309702702858,0.180425332600979
0.249624017739599,0.166522295260646
0.236853237408218,0.153692603984864
0.224744238247922,0.141852497024164
0.21326009069007,0.13092513702396
0.202366738750047,0.120839873103684
0.192032540757169,0.111531648457311
0.294397907895792,0.228155766161047
0.313194636764536,0.248339175086906
0.297447574159411,0.229733630719186
0.282370162372225,0.212346732754591
0.269613881842945,0.197959967843464
0.25584898818369,0.18280293162363
0.244237288476346,0.170411720538134
0.232394867124617,0.158039436554913
0.220817232277368,0.146220248980763
0.210221369091586,0.135712745581144
0.200362565061034,0.126265987900218
0.191958974881873,0.118532190100616
0.204267777243908,0.133832792416855
0.224407132576135,0.156647275403671
0.221473301602461,0.153937591819292
0.211418511032355,0.143558708845153
0.202826455552034,0.13502526992852
0.246207477298685,0.18300714811675
0.274995606390121,0.214671402823611
0.262341811026919,0.199857314881114
0.252924826713187,0.188966703796434
0.241485846231539,0.176200046539021
0.231059516523406,0.164823734746547
0.219923974562224,0.15290138611484
0.233985653110439,0.168794212756196
0.243965267255481,0.179787262996938
