"District","Ward","Village","Village.2002","UTM.Easting","UTM.Northing","Biter.ID","ID","Species","Other.species","Owner","Suspect","Rabid","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Incubation.period","Incubation.period.units","Infectious.period","Infectious.period.units","Outcome","Action","Lateral.flow.test","Lateral.flow.test.date","Carnivore","Duplicated","month","day"
"Serengeti","Rung'abure","Gesarya","Gesarya",680793.351600632,9809550.49124956,3159,3161,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2007-03-15,"+/- 28 days","true",2007-05-15,"+/- 28 days",2,"Month",NA,"","Killed","Not applicable","","",TRUE,FALSE,65,1961
"Serengeti","Rung'abure","Gesarya","Gesarya",680731.681979947,9811256.05949657,3159,3162,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2007-03-15,"+/- 28 days","true",2007-05-15,"+/- 28 days",2,"Month",NA,"","Killed","Not applicable","","",TRUE,FALSE,65,1961
"Serengeti","Kyambahi","Nyichoka","Nyichoka",673127.588269176,9785916.82246117,241,317,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2003-11-01,"0","true",2003-12-08,"0",37,"Day",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,24,707
"Serengeti","Nyambureti","Gusuhi","Gusuhi",642903.04633918,9796709.58710676,0,3178,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2007-02-15,"+/- 28 days",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,62,1872
"Serengeti","Nyambureti","Gusuhi","Gusuhi",643917.980918585,9798896.17857471,0,3179,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2004-04-10,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,28,831
"Serengeti","Nyambureti","Gusuhi","Gusuhi",645181.733774846,9797429.99806931,3181,3180,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2006-01-08,"0","true",2006-01-13,"0",4,"Day",NA,"","Killed","Thrown","","",TRUE,FALSE,49,1474
"Serengeti","Nyambureti","Gusuhi","Gusuhi",645026.565912073,9797742.3839171,0,3181,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2006-01-08,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,49,1469
"Serengeti","Nyambureti","Gusuhi","Gusuhi",645232.329547765,9797440.28640795,0,3182,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2007-04-11,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,64,1927
"Serengeti","Nyambureti","Gusuhi","Gusuhi",645739.768563142,9801236.12318368,0,3183,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2006-03-05,"+/- 7 days",NA,"",NA,"","Died","Not applicable","","",TRUE,FALSE,51,1525
"Serengeti","Nyambureti","Gusuhi","Gusuhi",646807.220027474,9799162.01034976,3185,3184,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2005-10-19,"0","true",2005-11-18,"0",30,"Day",NA,"","Killed","Thrown","","",TRUE,FALSE,47,1418
