"dogsVax","dogsImmune","vc","immunity"
17338.9776802983,14684.6473171029,0.327830249764643,0.277644488990929
19394.7838057129,16898.7712162594,0.365700561857608,0.318636711313529
18387.6872535175,15603.6493593121,0.34576635172278,0.29341465504308
17454.3689697915,14422.5944264949,0.327321469706919,0.270466655817667
16581.1754837213,13338.2981021189,0.310098855539555,0.249451010296179
15759.7450312685,12339.4502886489,0.293932987545337,0.230141508051911
14984.2980755276,11417.5666788991,0.27870812264302,0.212366876191858
14250.5375214812,10565.7689123807,0.264337230108144,0.195987420407926
13555.0946920349,9778.20315834415,0.250751360160914,0.180883851982628
12895.2166423518,9049.73065192304,0.237893635493891,0.166951311074199
12268.5769612991,8375.75042290428,0.225715610967602,0.154095917560907
11673.1558010697,7752.09130902611,0.214174961690784,0.142232647917026
11344.277722043,7463.09061804386,0.207572617666487,0.136556358494243
18159.185557851,15045.6029181301,0.331361586243909,0.27454617020487
20096.929758071,17172.5794308923,0.365719296902471,0.312502643491879
19231.8290643691,16036.0989967219,0.3490204746102,0.291024159168587
18260.6195156158,14824.9054057492,0.330489571645613,0.268308346989156
17350.208461005,13711.6644265652,0.313154511908315,0.247482304930354
16492.7311235052,12685.5519264858,0.296864361417002,0.228336243626221
15682.5976778878,11738.1938416357,0.281510617621831,0.210706559333779
14915.5816452886,10862.690300635,0.267010322088976,0.194457749278689
14188.3281119182,10053.1133015366,0.253296940145451,0.179473072382345
13498.0674182312,9304.22885879268,0.240315045304619,0.165649356344547
12842.4391854551,8611.33400770881,0.228017048041929,0.152893927063689
12746.1346772573,8586.6513730411,0.225688027711109,0.152038595393339
17951.9756368235,14609.8865403796,0.316994896334457,0.257980489892494
17003.1672549706,13476.8527009033,0.299419191039303,0.237322157275179
16130.3853507348,12449.9480187163,0.283272306419902,0.218638638407296
15698.3571218628,11903.4766915429,0.274930508147475,0.208469515002292
14917.1970059508,11010.2250954955,0.260534411782125,0.192297689552493
16027.7841593722,12135.845967822,0.279164554932233,0.211376569876761
15412.7494081827,11430.5218620957,0.267716792917076,0.198546188823659
14638.7052769223,10563.4844486895,0.253575127868114,0.182983185270633
13913.0839596309,9768.86753651423,0.24034531730448,0.168754934174294
13228.8134636278,9037.23606983854,0.227898364479473,0.155688287947655
12603.1823542553,8385.85097196361,0.216525163875492,0.144070577168695
15334.4304946047,11596.1534476169,0.262726227964593,0.198677978635262
16240.4167955374,12672.9567159603,0.27748553995875,0.216531526344103
15630.5974528541,11971.112726847,0.266333596537933,0.203978735727725
14836.9218850123,11063.9476248655,0.252116435317479,0.18800415998268
14179.3780045048,10320.5711286969,0.24028202515405,0.174891150427181
13499.1279583303,9570.0991944548,0.228126824613989,0.161728694417229
12834.9106840363,8854.94042006983,0.216306620952235,0.149232222034935
12804.7120168268,8832.78786663007,0.21520525946862,0.148450226929857
12173.9483980538,8169.88507174902,0.204042392822684,0.136931983331923
11577.6985186135,7558.86814138114,0.193515989915101,0.12634305934512
11012.7753504754,6994.63397463594,0.183567946638771,0.116591009564022
11568.1151787879,7706.97078692806,0.19229496211524,0.128111765191715
15631.979930017,12379.9572123318,0.259133944397609,0.205224620186783
16132.939722702,12846.8261625297,0.266703444407575,0.212378701349178
15352.505172596,11918.325304146,0.253103962307194,0.196487499898712
14637.7747225385,11078.9913773279,0.240657339202675,0.182147945056961
16060.5172531897,12468.9014580626,0.263322349557475,0.204435534458616
15294.953414384,11563.6492656422,0.250080756778393,0.189071916803099
14596.2773495382,10751.6855997365,0.238000532010245,0.175312295831726
15304.9590472185,11576.5967220473,0.248869387271635,0.188243596341431
18652.0693302475,15351.773523592,0.302461146989244,0.248943693380703
20700.0513932362,17474.247613207,0.334747271245547,0.282581747961332
19611.0328100305,16123.0829393462,0.316263386582068,0.260013884120021
18820.7511850529,15122.7444043415,0.302682989015992,0.243210137226949
19668.6184814286,16002.2332577195,0.315447658229415,0.256645733016519
19011.5199802264,15190.1688310611,0.304069222136578,0.242950738572615
18046.7747850853,14035.5953142705,0.28784399478336,0.223866140766667
17145.5401465627,12978.4575782533,0.272715912246506,0.206434551944724
16533.4181936265,12257.4137926925,0.26225481504567,0.194428384348253
15720.2618657874,11340.7820480976,0.248669138020871,0.1793928447541
14950.7925231291,10494.231474841,0.235845394827576,0.165544145018865
14221.440531503,9711.72865222863,0.223721451593241,0.15277791491961
13529.3222943866,8988.05577840446,0.212246586634794,0.141003674680807
12872.0124133853,8318.58160704572,0.201377773455042,0.130141067964552
12247.407669255,7699.12927388241,0.191077456442594,0.120117667199825
14740.4666549211,10651.0765937542,0.229338243654071,0.165713830926857
18452.6322339585,14912.2069581751,0.286301304882244,0.231369934471605
22438.2017023783,19024.429996705,0.347178306132054,0.294358231955986
22284.3840631228,18622.2837561031,0.343846396510224,0.287340459856964
22202.1265591342,18291.1824216948,0.341631183919472,0.281452242395212
21894.3101075441,17795.7382649154,0.335964249370815,0.273072401861692
20810.7590107584,16462.2629296519,0.318455217207776,0.251912653175391
19787.6112959058,15231.9119541163,0.301961966577483,0.232441299741506
18819.2470905099,14095.2970519516,0.286390972446828,0.214501983539552
17901.2815857698,13044.5004761556,0.271668439107267,0.197962311598307
17030.1342891365,12072.6089798,0.257733515924644,0.182706484042943
16202.775763942,11173.4528489568,0.244534301927724,0.168631136562569
15416.5703440653,10341.4497667872,0.232025359605849,0.155642827648
16045.9602792512,11125.7588659356,0.240829950055688,0.166983833026161
21073.6335889059,16929.2957205888,0.31541408477982,0.253384794470732
19997.9613315898,15641.4778244105,0.298486047941256,0.233461942562818
20482.082180699,16082.0531607328,0.304865897856794,0.239373591657964
22945.3228337789,18683.356404505,0.340584692097155,0.277322974902845
25234.2653022183,20978.1530268746,0.373523218653962,0.310523296246898
24903.7046336687,20371.5764865499,0.36760944366749,0.300709633727578
23672.5870171646,18845.4122026804,0.348468853237444,0.277411132728896
22509.6535644671,17437.1614687938,0.330432209690914,0.255970167571399
21408.6825851178,16136.1154471759,0.313399719253095,0.236215097817176
20364.8089061023,14933.2495194595,0.297292444891971,0.218000683448184
22520.0343447428,17394.2069386377,0.327843994321385,0.253222805681333
25535.7895546445,20838.453559443,0.370716487715594,0.302522790472174
31364.6231956328,27296.5326389859,0.454074266298514,0.395179401749255
29894.7230793433,25409.7828654792,0.431593933069759,0.366844278712805
29558.7660922951,24780.1420325609,0.425560053334587,0.356761798922454
28066.6188450291,22912.4036589434,0.40295651756982,0.32895670257043
26667.0529833877,21193.8591880042,0.381800437708134,0.303439030917491
25348.6362784401,19608.8896637332,0.361917084422605,0.279967415126744
24103.0102338646,18145.081667241,0.34317736293732,0.258348696549828
22923.7492695476,16792.0384173898,0.325480995784394,0.238420396291906
21805.7054862103,15540.7380115239,0.308746855538996,0.220041217966906
20744.60900858,14383.166119866,0.292907063837664,0.203085580215894
19736.8137213963,13312.0946899039,0.277903233628206,0.187440293702455
22897.1239441439,16970.5657104205,0.32150611302744,0.238289342833797
22282.002575652,16304.1829997839,0.311999600105899,0.228296292432196
21173.0677780315,15076.387934766,0.29564796760334,0.21051760181573
29485.2128249858,24562.8273084357,0.410569274306838,0.342027111786787
30571.0409108131,25623.3954884837,0.424505427873169,0.355803078381764
29084.4886787822,23766.0461494366,0.4027402847645,0.329094463363662
30526.0273790702,25258.9213700911,0.421525956383883,0.348793862219135
28959.5816000756,23331.9221153673,0.398782860373237,0.321288158360252
27501.9752078587,21570.7499649572,0.377657427231037,0.296209776702944
26134.3999082503,19951.774777398,0.357879147239775,0.273215538459757
24845.2999707595,18459.2097439068,0.33927948327317,0.252073074219853
23626.6102444632,17080.9867715778,0.32173924388434,0.23260314161968
22472.2442212404,15807.1661914385,0.305167378179078,0.214657308615525
21377.3490314074,14629.1881157525,0.289490504728754,0.198107400743612
23434.4569428438,17020.3321805915,0.316463741363008,0.229846077263421
26986.7620913829,21202.6433527386,0.363419484195602,0.285527166421198
25605.5848127606,19585.5008650754,0.343858894994423,0.263014835811166
24318.0580168905,18106.5212164311,0.325658459920581,0.242475851063713
23109.359982544,16747.0184068885,0.308609347548905,0.223644723516502
21969.7592428086,15493.8418092336,0.29257277703063,0.206332544426247
20892.2865448535,14336.8052510135,0.277448142133638,0.190391797110659
19871.623746388,13267.5046823834,0.263157775869871,0.175700137448191
18903.5087113591,12278.7123423506,0.249638779708642,0.162152054009738
17984.3905430482,11364.0421773494,0.236838283490276,0.149654236897947
17111.2183225338,10517.7535043825,0.224710536147211,0.138122837572679
23693.0458838833,17913.6501829212,0.310276936898165,0.234591725127366
23983.9464539191,18184.836241397,0.313209636130558,0.237478262937459
25113.226043596,19419.9581991594,0.327041312194343,0.252899750959394
27857.4026941918,22510.3173135426,0.361764666788108,0.292325796903034
26472.8378101923,20820.4721060354,0.342823994506595,0.269625699597499
25167.5765740742,19262.7695691637,0.325010258980489,0.248756478714942
23933.470114097,17824.4807027308,0.308209537576699,0.229539424443831
22764.393876949,16495.1811323209,0.292335122718015,0.211827331166316
21655.467361625,15265.9156791679,0.277317158717268,0.195493373136167
20602.632341215,14128.7677576668,0.26309702702858,0.180425332600979
19602.4033821343,13076.6151165118,0.249624017739599,0.166522295260646
18651.7114321939,12102.9804369846,0.236853237408218,0.153692603984864
17747.8016754758,11201.9333798389,0.224744238247922,0.141852497024164
16888.1647316476,10368.0218573457,0.21326009069007,0.13092513702396
16070.4891192474,9596.22059375378,0.202366738750047,0.120839873103684
15292.6276518567,8881.89035322005,0.192032540757169,0.111531648457311
23510.3751288035,18220.3320960571,0.294397907895792,0.228155766161047
25081.6982005574,19887.8509071917,0.313194636764536,0.248339175086906
23887.5200140249,18449.525827224,0.297447574159411,0.229733630719186
22740.3778506474,17101.1161293465,0.282370162372225,0.212346732754591
21774.0688679846,15987.2850146435,0.269613881842945,0.197959967843464
20720.4768579411,14804.6859249322,0.25584898818369,0.18280293162363
19835.6730345874,13839.9471716346,0.244237288476346,0.170411720538134
18926.9511568795,12871.2167077754,0.232394867124617,0.158039436554913
18034.5985914327,11942.1091783047,0.220817232277368,0.146220248980763
17217.4962395739,11115.110213594,0.210221369091586,0.135712745581144
16456.2004222158,10370.4921264215,0.200362565061034,0.126265987900218
15810.3500568708,9762.68715568794,0.191958974881873,0.118532190100616
16871.4821104837,11053.9096940429,0.204267777243908,0.133832792416855
18587.0543311729,12974.6830474313,0.224407132576135,0.156647275403671
18395.6891253418,12786.1374861989,0.221473301602461,0.153937591819292
17609.9730792395,11957.6331595043,0.211418511032355,0.143558708845153
16941.8766195167,11278.5161946443,0.202826455552034,0.13502526992852
20623.3690578031,15329.4448943527,0.246207477298685,0.18300714811675
23099.6725415266,18032.4303153438,0.274995606390121,0.214671402823611
22098.8413756734,16835.3457728953,0.262341811026919,0.199857314881114
21365.625345565,15962.8133329881,0.252924826713187,0.188966703796434
20456.8243096602,14926.3132877223,0.241485846231539,0.176200046539021
19628.7666535431,14001.9622519106,0.231059516523406,0.164823734746547
18735.4693381077,13025.7705509876,0.219923974562224,0.15290138611484
19989.6095706668,14420.2448566018,0.233985653110439,0.168794212756196
20900.9678142192,15402.7162947357,0.243965267255481,0.179787262996938
19870.9589701646,14249.1536520366,0.231290016310885,0.165854450484457
18897.2249503302,13184.5634240496,0.219337210751691,0.153031218817093
17974.7291139742,12200.9316789323,0.208042770609606,0.141215793262231
17099.5779360156,11291.4788595744,0.197356495524969,0.130321736908269
16268.5806484856,10450.2659758132,0.187236806455508,0.120273210687501
15479.0126473338,9671.97903746293,0.177647913054577,0.111002357208414
16136.3627627313,10474.3252957674,0.184670517115901,0.119872061458423
17162.4564186569,11637.9999949109,0.195860199757659,0.132814379723929
16329.0595402874,10770.7526121821,0.185824303899379,0.122570905059969
15537.0083972946,9968.47444277954,0.17631250097586,0.113121304628145
14783.9743431126,9226.1500170994,0.167294258393092,0.10440236766598
14067.8482428609,8539.21532998007,0.158741839245188,0.0963566512653873
13386.6937907199,7903.48985645746,0.150629740069123,0.0889316392328656
12738.7159169503,7315.12898356692,0.142934307086415,0.0820791435597226
12122.23866569,6770.58833415877,0.13563346463661,0.0757548484826749
11535.6892136501,6266.59538005094,0.128706516501021,0.0699179430677939
10977.5859742309,5800.1257718563,0.122133995854855,0.0645308120237396
10446.5294777416,5368.38290530269,0.115897548395014,0.0595587672342253
9941.19517324752,4968.77984780511,0.109979838560438,0.0549698095631945
9460.32758381955,4598.92308947871,0.104364472139777,0.0507344144684571
9002.7354316748,4256.59777771859,0.09903593073935,0.0468253372431923
8567.28747123162,3939.75420780417,0.0939795150160202,0.0432174350370588
8152.9088492778,3646.49540903432,0.0891812945348266,0.0398875036020782
7758.57786630062,3375.06570647204,0.0846280627558658,0.0368141271937348
7383.32305042615,3123.84016368402,0.0803072960940178,0.033977540365226
7026.22048109773,2891.31482828619,0.0762071162964003,0.0313595005965836
6686.39131736424,2676.09771330415,0.0723162555904796,0.0289431708428168
6362.99949796711,2476.90045542812,0.0686240242002589,0.0267130111905928
6055.2495890085,2292.53059739666,0.0651202799288861,0.0246546788953173
5762.3847610089,2121.88444668556,0.0617953995769467,0.022754936137948
5483.68488140964,1963.94046682068,0.0586402520159081,0.0210015648982734
5218.46471158922,1817.75316121863,0.055646172772002,0.0193832883915815
4966.07219961704,1682.44741263557,0.0528049400016616,0.0178896985603679
4725.88686152315,1557.21324416258,0.0501087517584927,0.0165111891531044
4497.318244999,1441.30097030453,0.0475502044657372,0.0152388939588288
4279.80447028592,1334.01670905741,0.045122272518737,0.0140646297999254
4072.81084364313,1234.71822808516,0.0428182889500374,0.0129808439163203
3875.82853927555,1142.81110011079,0.0406319270961765,0.0119805654026899
3688.37334598545,1057.74514449621,0.0385571832103736,0.0110573603864191
3509.9844751221,979.011133702629,0.0365883599696164,0.0102052906581383
3340.22342665852,906.13774491203,0.03472005082826,0.00941887548888415
3178.67291044038,838.688738559223,0.0329471251733908,0.0086930563884271
3024.93581983875,776.260346883202,0.0312647142399667,0.00802316457822053
2878.63425520239,718.478856864295,0.0296681977462225,0.00740489096987806
2739.40859465252,664.998373077569,0.0281531912120739,0.00683425845619269
2606.91660989651,615.498747070071,0.0267155339253182,0.00630759633657561
2480.83262485953,569.683660866492,0.0253512775223328,0.00582151671251206
2360.84671504692,527.278853130535,0.0240566751517532,0.00537289270129432
2246.66394565573,488.030477363266,0.0228281711912691,0.00495883832797867
2138.00364655359,451.703582310162,0.0216623914892407,0.00457668996630026
2034.59872233604,418.080705480162,0.0205561341043057,0.00422398920923609
1936.19499576194,386.960571357127,0.0195063605175331,0.00389846705909511
1842.55058295001,358.156886510863,0.0185101872929911,0.00359802933549668
1753.43529879838,331.497224394916,0.0175648781638361,0.00332074320742647
1668.63009116412,306.821993155231,0.0166678365222014,0.00306482476278465
1587.9265024109,283.983480270713,0.01581659829228,0.00282862753550996
1511.12615700047,262.844968306639,0.0150088251670455,0.00261063191651889
1438.04027386786,243.279916487605,0.0142422981900576,0.00240943538038016
1368.48920238133,225.171203190658,0.0135149116647455,0.00222374346488868
1302.30198074625,208.410424823999,0.0128246673744603,0.0020523614455429
1239.31591576715,192.897246894143,0.0121696690974433,0.00189418665139664
1179.37618293495,178.538803376861,0.0115481174016621,0.0017482013728795
1122.33544585609,165.249140796365,0.0109583047052381,0.00161346631598549
1068.05349408832,152.94870368486,0.0103986105889151,0.00148911456074193
1016.39689849259,141.563858342273,0.00986749734771103,0.00137434598511254
967.238683253947,131.026452045275,0.00936350576954956,0.00126842211848079
920.458013765375,121.273405066878,0.00888525112929289,0.00117066139162143
875.939899607058,112.246333064359,0.00843141938718576,0.00108043475261704
833.574911891218,103.891197574991,0.00800076358128213,0.000997161620529011
793.258914277602,96.1579825273865,0.00759210040395819,0.000920306150804246
754.892806998468,89.0003948319388,0.00720430695311959,0.000849373788402552
718.382283263852,82.3755872580316,0.00683631764919032,0.000783908086479998
683.637597448339,76.2439019390781,0.00648712130942506,0.000723487770170635
650.573344489532,70.5686329699456,0.00615575837151849,0.000667724026584904
619.108249955948,65.3158066756087,0.00584131825889417,0.000616258003597565
589.164970268326,60.4539782356617,0.0055429368804446,0.000568758501340348
560.669902583258,55.9540434472296,0.00525979425786238,0.000524919841553678
533.553003871844,51.7890644994405,0.00499111227405269,0.00048445990109532
507.747618748627,47.9341087164989,0.00473615253644913,0.000447118296959396
483.19031562763,44.3660993040329,0.00449421434937026,0.000412654711133389
459.820730802713,41.0636772052423,0.00426463278985323,0.000380847344519926
437.581420069035,38.0070732398839,0.0040467768816847,0.000351491489980069
416.417717520849,35.1779897606804,0.00384004786261862,0.00032439821532079
396.277601178581,32.5594911187198,0.00364387754002592,0.000299393147756313
377.111565114875,30.1359022821402,0.00345772673046401,0.000276315352025509
358.872497765281,27.8927150012046,0.0032810837788839,0.000255016294949805
341.515566124471,25.8165009580451,0.00311346315341131,0.000235358889771911
324.998105543326,23.8948313811674,0.0029544041118456,0.000217216614128746
309.279514856007,22.1162026435071,0.00280346943621674,0.000200472695985425
294.321156579221,20.4699673986474,0.00266024423192777,0.000185019362294276
280.086261938365,18.9462708429605,0.00252433478818665,0.000170757145546169
266.539840487108,17.5359917221234,0.00239536749660046,0.000157594243753818
253.648594098223,16.2306877288539,0.00227298782496348,0.000145445929750286
241.38083511428,15.0225449650057,0.00215685934342302,0.000134234006003106
229.706408456988,13.9043311654888,0.0020466628003499,0.000123886301437168
218.596617503736,12.8693524039992,0.00194209524537717,0.000114336207029657
208.024153549126,11.9114130213898,0.00184286919720008,0.00010552224718974
197.963028678112,11.0247785368008,0.00174871185385297,9.73876841657903e-05
188.388511885742,10.2041413195259,0.0016593643432954,8.98801529354298e-05
179.277068286481,9.44458881611883,0.00157458101225049,8.29513242296562e-05
170.606301263681,8.74157414253662,0.00149412875134322,7.655659352333e-05
162.35489741701,8.09088886527798,0.00141778635468625,7.06547939912789e-05
154.5025741725,7.48863780857705,0.00134534391215527,6.52079315834348e-05
147.030029926451,6.93121573684141,0.00127660223268547,6.01809405146868e-05
139.91889660063,6.41528577274946,0.00121137229700603,5.55414575964474e-05
133.151694492145,5.93775942181198,0.00114947473831028,5.12596139581186e-05
126.711789307018,5.49577808381973,0.00109073934943567,4.73078428185082e-05
120.583351271834,5.08669594049944,0.00103500461520072,4.36607020704809e-05
114.751316222958,4.70806411693936,0.000982117268614824,4.02947105374193e-05
109.201348577687,4.35761602197037,0.000931931869742704,3.71881968480138e-05
103.919806096305,4.03325377974615,0.00088431040606707,3.43211599570687e-05
98.8937063484238,3.73303567129835,0.000839121913252346,3.16751404149294e-05
94.1106948011905,3.45516451088852,0.000796242115268168,2.923310155728e-05
89.559014450913,3.19797688757457,0.000755553082884548,2.6979319850877e-05
85.2274769234556,2.95993320758877,0.00071694290960099,2.48992836896859e-05
81.105434972371,2.7396084779185,0.000680305404119725,2.29795999902482e-05
77.1827563071638,2.53568377591772,0.000645539798518639,2.12079079852837e-05
73.4497986873552,2.34693835388387,0.000612550471322517,1.95727996608376e-05
69.8973862211278,2.1722423313363,0.000581246684712206,1.80637463250248e-05
66.5167868102897,2.01054993125007,0.00055154233515001,1.66710308358704e-05
63.2996906861181,1.86089321975552,0.000523355716736538,1.5385685052153e-05
60.2381899833202,1.72237631182777,0.000496609296649123,1.41994321047619e-05
57.3247593019021,1.59417000827978,0.000471229502045129,1.31046331170907e-05
54.5522372091679,1.47550683195466,0.000447146517844904,1.20942380316166e-05
51.9138086363772,1.36567643340257,0.000424294094839042,1.11617402262319e-05
49.4029881267907,1.26402133853927,0.000402609367592924,1.03011346282773e-05
47.0136038939281,1.16993301283074,0.000382032681648425,9.50687905673348e-06
44.7397826508506,1.08284821844302,0.000362507429548205,8.77385854379353e-06
42.5759351731781,1.00224564255019,0.000343979895232192,8.09735240621377e-06
40.516742560353,0.927642776616617,0.000326399106378901,7.47300385452971e-06
38.5571431613814,0.858593027972078,0.000309716694285984,6.89679194455594e-06
36.6923201329122,0.794683046388803,0.000293886760905174,6.36500569065882e-06
34.9176895990724,0.735530249656682,0.000278865752666367,5.87422017420192e-06
33.228889383954,0.680780533344021,0.000264612340744275,5.42127449340174e-06
31.6217682890561,0.630106151033892,0.000251087307438738,5.00325141268087e-06
30.0923758893253,0.58320375234659,0.000238253438356602,4.61745858054157e-06
28.6369528227125,0.539792567003283,0.000226075420098965,4.26141119507585e-06
27.2519215493772,0.499612724060172,0.000214519743172753,3.93281600554427e-06
25.933877557824,0.462423696251652,0.000203554609859885,3.62955654705301e-06
24.6795809963565,0.428002860129892,0.000193149846790953,3.34967951329412e-06
23.4859487092768,0.396144163381448,0.000183276821983204,3.09138217963784e-06
22.3500466582563,0.366656891343114,0.000173908366114937,2.85300079562508e-06
21.2690827102472,0.339364525333031,0.000165018697819997,2.63299987214669e-06
20.2403997742092,0.314103685962744,0.000156583352797136,2.42996229435428e-06
19.2614692697788,0.290723155104567,0.000148579116539463,2.24258019666108e-06
18.3298849118274,0.2690829706595,0.00014098396049916,2.06964654109622e-06
17.4433567956312,0.249053588706749,0.000133776981512061,1.91004734480234e-06
16.5997057681122,0.230515108019233,0.000126938344315675,1.76275450664438e-06
15.7968580713151,0.213356552302828,0.000120449227002677,1.62681918675315e-06
15.0328402449541,0.197475205862651,0.000114291769260019,1.50136569638625e-06
14.305774275498,0.18277599871949,0.00010844902325141,1.38558585877308e-06
13.6138729798711,0.169170937495528,0.000102904907008205,1.27873380464235e-06
12.9554356124225,0.156578578662496,9.76441602006204e-05,1.18012116892821e-06
