"cases","vax","vax_campaign","vax_last_year","vax_last_year_campaign","vax_last_year_notNeighbours","vax_last_year_neighbours","vax_last_year_notNeighbours_campaign","vax_last_year_neighbours_campaign","vax_last2yearMean","vax_last2yearMean_notNeighbours","vax_last2yearMean_neighbours","vax_last3yearMean","vax_last3yearMean_notNeighbours","vax_last3yearMean_neighbours","vax_last2yearMean_campaign","vax_last2yearMean_notNeighbours_campaign","vax_last2yearMean_neighbours_campaign","vax_last3yearMean_campaign","vax_last3yearMean_notNeighbours_campaign","vax_last3yearMean_neighbours_campaign","village","year","dogs","dog_density","humans","human_density","incidence","incidence_last_year","incidence_last_year_neighbours","incidence_last_year_notNeighbours","log_incidence_last_year","log_incidence_last_year_neighbours","log_incidence_last_year_notNeighbours","log_human_density","log_dog_density","HDR"
0,0.247480711577373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kitunguruma",2002,468.44950843649,14.1954396495906,2470.43024349592,74.8615225301793,0,NA,NA,NA,NA,NA,NA,4.3156400406368,2.65292076158977,5.27363184079602
0,0.241440608238785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kono",2002,247.676276274668,9.1731954175803,974.665117682789,36.0987080623255,0,NA,NA,NA,NA,NA,NA,3.58625707695122,2.21628568986326,3.93523809523809
0,0.244931987253916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koreri",2002,359.172106660273,15.6161785504466,2015.15222519739,87.6153141390171,0,NA,NA,NA,NA,NA,NA,4.47295580160185,2.74830746341983,5.6105476673428
0,0.249734035074617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kwitete",2002,463.728501774624,11.5932125443656,2014.43661170897,50.3609152927242,0,NA,NA,NA,NA,NA,NA,3.91921538400551,2.45041980137387,4.344
1,0.249960927795962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyambahi",2002,181.982306249357,12.9987361606683,775.005728930658,55.3575520664756,0.00549503971353003,NA,NA,NA,NA,NA,NA,4.01381309187936,2.56485213432539,4.25868725868726
0,0.245220219184357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maburi",2002,1105.40984201881,19.0587903796346,3606.15415546783,62.1750716459971,0,NA,NA,NA,NA,NA,NA,4.12995414201686,2.94752843239444,3.26227795193312
1,0.248378632255342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Machochwe",2002,763.797086220151,23.8686589443797,2897.7684708393,90.5552647137281,0.00130924825197849,NA,NA,NA,NA,NA,NA,4.50596032414924,3.17256625713779,3.79389830508475
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magange",2002,475.369756997272,29.7106098123295,1199.71200544766,74.9820003404788,0,NA,NA,NA,NA,NA,NA,4.31724808927251,3.3915042147546,2.52374491180461
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magatini",2002,157.222756971483,8.73459760952682,461.700257504152,25.6500143057862,0,NA,NA,NA,NA,NA,NA,3.24454412934708,2.16729187607122,2.93659942363112
1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Majimoto",2002,666.500969865217,23.8036060666149,2334.18981903228,83.3639221082958,0.00150037291048837,NA,NA,NA,NA,NA,NA,4.4232156271417,3.16983708460412,3.50215517241379
0,0.238961404120597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makundusi",2002,693.274598541648,10.047457949879,2567.92223560682,37.2162642841568,0,NA,NA,NA,NA,NA,NA,3.61674587766951,2.30731966219974,3.70404777704048
0,0.243056723004913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manyata",2002,362.843693115771,25.9174066511265,1446.29496075946,103.30678291139,0,NA,NA,NA,NA,NA,NA,4.63770303622927,3.25491481443866,3.986
1,0.246371028026174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marasomoche",2002,327.939627842618,12.6130626093315,997.21606192995,38.3544639203827,0.00304934175408625,NA,NA,NA,NA,NA,NA,3.64687092052784,2.53473299196584,3.04085257548845
0,0.244076392016105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masangura",2002,361.073974852375,13.8874605712452,1581.19163033317,60.8150627051221,0,NA,NA,NA,NA,NA,NA,4.10783750014973,2.63098631580746,4.37913486005089
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masinki",2002,584.234761381026,17.7040836782129,1746.16739170804,52.9141633850923,0,NA,NA,NA,NA,NA,NA,3.96867104187723,2.87379532925209,2.98881118881119
0,0.247127194574114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matare",2002,170.298840729932,24.3284058185617,838.859128369698,119.837018338528,0,NA,NA,NA,NA,NA,NA,4.78613263910665,3.19164463136721,4.92580645161291
0,0.243201485463411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mbalibali",2002,333.369239692727,12.8218938343357,1763.76385371451,67.8370712967119,0,NA,NA,NA,NA,NA,NA,4.21710881980754,2.55115416556944,5.29072164948453
0,0.247335595441871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mbirikiri",2002,270.195027675581,19.2996448339701,1568.11368789173,112.008120563695,0,NA,NA,NA,NA,NA,NA,4.71857137369973,2.96008669335654,5.80363636363636
1,0.236371220923025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mbisso",2002,627.567717409827,15.6891929352457,1972.57704756225,49.3144261890561,0.00159345353857162,NA,NA,NA,NA,NA,NA,3.8982166587113,2.75297212726043,3.14320987654321
0,0.242207087927136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merenga",2002,582.042787493361,20.0704409480469,2502.39681807013,86.2895454506941,0,NA,NA,NA,NA,NA,NA,4.45770844881245,2.99924813307248,4.29933481152994
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mesaga",2002,980.377826899217,29.708418996946,2340.91517548479,70.9368234995392,0,NA,NA,NA,NA,NA,NA,4.26178967105988,3.39143047354986,2.38776837996096
0,0.253236762826443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misseke",2002,442.803778338038,13.8376180730637,2145.43933902216,67.0449793444425,0,NA,NA,NA,NA,NA,NA,4.20536372764658,2.62739083083042,4.8451242829828
0,0.243982553376711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monuna",2002,519.931536425504,17.928673669845,1969.13586930506,67.9012368725883,0,NA,NA,NA,NA,NA,NA,4.21805425048988,2.88640131220078,3.78729838709678
0,0.245118657147232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morotonga",2002,631.944363855399,57.449487623218,2973.35958576139,270.305416887399,0,NA,NA,NA,NA,NA,NA,5.59955249336054,4.05090608559908,4.70509708737864
1,0.243114587876585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mosongo",2002,811.24745359579,11.267325744386,2989.7906154215,41.524869658632,0.00123266950862844,NA,NA,NA,NA,NA,NA,3.72629251662946,2.42190701013234,3.68542372881356
0,0.238462163161062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motukeri",2002,576.703608991305,24.0293170413044,1770.15968870942,73.756653696226,0,NA,NA,NA,NA,NA,NA,4.30077121076023,3.17927462825853,3.06944444444444
0,0.244834299400748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mugumu",2002,820.025688801215,164.005137760243,7463.57807249893,1492.71561449979,0,NA,NA,NA,NA,NA,NA,7.30835230015914,5.09989775513985,9.1016393442623
0,0.247531938370003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Musati",2002,511.414016282534,13.1131799046804,2570.73207650481,65.9162070898669,0,NA,NA,NA,NA,NA,NA,4.18838434586736,2.57361782402204,5.026714158504
0,0.246302390271806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ngarawani",2002,385.739869533191,21.4299927518439,1924.10720636199,106.894844797888,0,NA,NA,NA,NA,NA,NA,4.67184559233952,3.06479147126069,4.98809523809524
2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyagasense",2002,982.763031313711,30.7113447285535,3019.23507159134,94.3510959872294,0.00203507858585858,NA,NA,NA,NA,NA,NA,4.54702288793394,3.4246321214639,3.07219031993437
1,0.244840142136583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamakendo",2002,676.284210767621,33.814210538381,2958.43148289673,147.921574144837,0.00147866826413845,NA,NA,NA,NA,NA,NA,4.99668222888837,3.52088114426261,4.37453874538746
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamakobiti",2002,625.933276974182,23.1827139620067,2131.21679189624,78.9339552554162,0,NA,NA,NA,NA,NA,NA,4.36861149339114,3.14340691311182,3.40486257928118
3,0.23945033900471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamasingisi",2002,368.192027301499,14.72768109206,1372.80366334505,54.9121465338019,0.00814792221870522,NA,NA,NA,NA,NA,NA,4.00573457238251,2.68972879052279,3.72849915682968
