id_case,id_biter,x_coord,y_coord,owned,date_symptoms,days_uncertain
7187,0,651398.337199366,9807627.14486531,TRUE,2012-01-25,7
7194,7195,652006.943990461,9807024.54780279,TRUE,2012-04-11,14
7195,0,650800.644667917,9807610.15982503,TRUE,2012-04-05,7
7196,0,656079.808587776,9806300.04267096,FALSE,2012-04-25,0
7201,0,659607.23271773,9802122.2409877,FALSE,2012-01-10,14
7238,7225,694325.253841988,9801875.95973504,TRUE,2012-05-17,0
7248,7242,655579.640666769,9811264.40915728,TRUE,2012-05-05,7
7252,0,676075.240173022,9808265.12834663,TRUE,2012-05-25,0
7296,7300,657427.919083912,9809713.38213682,TRUE,2012-02-05,7
7297,7300,658180.024357218,9809140.55401394,TRUE,2012-02-05,7
7298,7300,657047.180129852,9809829.55344515,TRUE,2012-02-05,7
7300,0,658428.69303672,9809602.600287,TRUE,2012-01-23,0
7323,0,695604.998660895,9803028.73933262,FALSE,2012-04-12,0
7335,0,675367.19919741,9808175.43036773,TRUE,2012-05-25,0
7345,0,683572.23524426,9807245.57731495,TRUE,2011-07-25,7
7350,0,682121.683520522,9805868.97001941,TRUE,2012-06-06,0
7354,7355,682260.081152129,9798586.1989108,TRUE,2012-06-10,0
7355,0,681782.044030889,9798923.4620344,TRUE,2012-04-12,0
7361,7362,676871.567464981,9821637.56655328,TRUE,2012-03-25,7
7362,0,676568.347422954,9820638.12119406,TRUE,2012-03-05,7
7363,0,678535.904979383,9820604.68246299,TRUE,2011-09-05,0
7382,0,669559.135698691,9830569.90911928,TRUE,2012-02-08,0
7415,0,679361.242919189,9818612.26792404,TRUE,2011-09-03,0
7416,7427,679149.852021801,9817134.67515886,TRUE,2009-02-15,28
7417,0,678050.660756253,9818406.57874624,TRUE,2012-06-05,7
7423,7424,678426.010339193,9814080.67887031,TRUE,2012-03-15,7
7424,0,678931.225626868,9814044.3769287,FALSE,2012-02-15,7
7427,0,679333.866256939,9817638.39431132,TRUE,2009-02-01,28
7428,0,678344.659322711,9814262.63630035,TRUE,2012-02-15,7
7429,7428,678625.79342893,9813845.45436286,TRUE,2012-02-25,7
7431,0,646997.541055638,9806749.45887452,TRUE,2012-07-11,0
7465,0,656495.395571388,9809198.70351024,FALSE,2012-07-13,0
7467,0,701222.320198422,9800353.2256412,FALSE,2012-06-25,7
7471,0,688751.060503817,9805731.1699949,FALSE,2012-06-05,7
7502,0,657728.723912295,9826308.83395065,FALSE,2012-06-16,0
7506,0,650550.751066375,9818778.94570232,TRUE,2010-06-24,0
7507,7510,683218.033041965,9782827.511057,TRUE,2012-05-25,7
7510,0,681847.150462338,9782835.57525472,TRUE,2012-05-15,7
7548,7549,688493.803853778,9798830.0825308,TRUE,2012-08-01,0
7549,0,686616.96947005,9798335.12498579,TRUE,2012-07-13,0
7556,0,686982.604714873,9799469.09361699,TRUE,2012-07-05,7
7562,0,657691.753900234,9793272.71384442,TRUE,2012-08-11,0
7583,0,641752.515658332,9823093.62887021,FALSE,2012-04-12,0
7597,0,692446.21990613,9803327.26949146,TRUE,2012-07-15,7
7605,0,655455.431977367,9824169.4153497,TRUE,2012-07-13,0
7634,0,655554.05969631,9808495.71798531,TRUE,2012-06-05,7
7636,0,655757.855616216,9809150.39255545,FALSE,2012-07-15,7
7710,0,671767.328448376,9804208.93467158,FALSE,2012-07-15,28
7711,7710,671123.752317174,9804154.45716247,TRUE,2012-08-15,7
7732,0,657142.496325315,9793866.38624097,FALSE,2012-09-05,7
7753,0,658374.902710819,9826811.93014767,FALSE,2012-06-01,0
7757,0,647972.341097591,9826551.40566462,FALSE,2012-08-11,0
7776,0,676694.402312115,9817572.47852825,FALSE,2011-10-05,7
7809,0,685107.623623251,9792509.52253455,FALSE,2012-10-05,7
7820,7819,664437.51810919,9829840.42673574,TRUE,2012-07-15,0
7839,0,653721.741927953,9822416.4858661,FALSE,2011-09-05,7
7863,0,688013.211126544,9796191.79597321,TRUE,2013-01-02,0
7880,0,674907.588498373,9818464.61750896,TRUE,2012-12-25,7
7892,0,676264.67529205,9819582.97721327,FALSE,2012-07-15,28
7910,0,652525.829767884,9807133.21333179,TRUE,2013-02-22,0
7916,0,679988.52501459,9814637.38667692,TRUE,2013-03-25,7
7931,0,676874.528968507,9822269.3539669,TRUE,2012-06-25,7
7934,7933,678879.657072289,9820846.13336043,TRUE,2012-05-25,7
7950,0,680399.077097351,9816678.73563344,FALSE,2012-07-25,7
7958,7956,697004.818244728,9804874.07863778,TRUE,2013-03-25,0
7963,0,673054.163662236,9794544.77553079,FALSE,2012-05-15,7
7969,7968,672907.020365794,9793152.55102956,TRUE,2011-04-25,0
7976,0,695410.950722518,9794473.39729164,TRUE,2011-10-30,0
8065,0,663283.523789134,9827466.79625188,TRUE,2013-01-15,7
8066,8065,664301.230033852,9827456.32253953,TRUE,2013-02-15,7
8074,0,685045.019766502,9779327.70628077,FALSE,2013-05-11,0
8114,0,671596.584811626,9791742.46439426,TRUE,2012-12-01,0
8127,8116,668736.601552871,9797364.89913646,TRUE,2013-01-23,0
8193,0,648419.277454236,9820012.45072122,FALSE,2013-06-06,0
8198,0,690781.440291963,9813925.9970054,FALSE,2013-05-22,0
8200,0,691788.009499644,9812617.38273151,FALSE,2013-06-15,7
8208,0,699337.229360133,9792916.14547352,TRUE,2013-07-18,0
8213,0,700667.586594941,9794172.11500208,TRUE,2013-07-17,0
8215,0,700596.575223031,9793018.79190074,FALSE,2013-07-28,0
8231,0,679337.643057455,9807628.10559239,FALSE,2012-11-21,0
8256,0,681535.647012363,9814793.23537988,FALSE,2013-02-20,0
8291,0,668356.295384252,9810370.86947129,FALSE,2012-11-06,0
8293,8276,667045.854068753,9812392.29151558,TRUE,2013-01-15,28
8294,8276,666667.852522732,9812150.6182472,TRUE,2012-10-25,7
8307,0,639539.818559194,9821367.87612104,FALSE,2011-06-25,0
8312,0,659823.8915738,9824713.47655523,TRUE,2013-05-27,0
8410,0,673444.112151194,9805284.82905219,TRUE,2012-07-17,0
8687,0,671961.607000109,9793601.75292863,TRUE,2011-06-15,28
8688,7970,673076.886050348,9794447.49913624,TRUE,2011-05-25,7
8690,7972,672414.880376549,9794148.29260939,TRUE,2012-07-05,7
8751,0,679815.006117404,9813485.36693908,TRUE,2013-04-14,0
8758,0,681173.099643742,9813927.19575661,TRUE,2013-03-27,0
8864,0,646484.01271869,9800709.2367084,FALSE,2013-11-25,7
8866,0,647460.25550724,9820669.56739823,FALSE,2014-01-20,0
8897,0,658010.545955753,9824348.68631074,FALSE,2014-01-09,0
8898,0,657570.16918787,9826939.07114556,FALSE,2013-11-02,0
8900,0,649671.58476107,9818828.30629796,FALSE,2013-08-25,0
8902,8901,662026.242856272,9805377.73360042,TRUE,2014-01-29,0
8926,0,668198.352335978,9831111.82318538,FALSE,2014-01-01,0
8927,8926,667048.8797189,9832168.97953025,TRUE,2014-01-15,7
8928,8926,667444.930450085,9830987.29763416,TRUE,2014-01-28,0
8943,8942,684006.321868465,9813942.52691149,TRUE,2014-04-28,0
8957,0,685833.397780487,9810970.36118796,FALSE,2014-04-07,0
8959,0,686985.344997977,9815765.52098062,FALSE,2014-04-04,0
8966,0,664788.948902321,9793189.00630341,FALSE,2014-03-04,0
8991,0,674423.309938022,9796996.19970284,FALSE,2013-12-08,0
8992,8944,689117.588201049,9817665.52414724,TRUE,2014-05-13,0
9010,9002,686570.674121634,9762265.83429639,TRUE,2014-06-20,0
9021,9002,685923.20020917,9762440.09039584,TRUE,2014-07-01,0
9031,0,687991.149829341,9762357.20735009,TRUE,2014-06-26,0
9032,9031,689442.942219089,9761366.37572351,TRUE,2014-07-01,0
9039,9031,687919.809595681,9761059.18122966,TRUE,2014-07-02,0
9040,9031,688685.016245581,9761615.2555514,TRUE,2014-07-03,0
9072,0,692245.012941868,9812286.64192834,FALSE,2013-09-15,0
9114,0,691485.635053185,9794509.96962219,TRUE,2013-10-24,0
9120,9119,701777.863736857,9799172.79263421,TRUE,2013-10-20,0
9140,0,663680.131428672,9787122.54288367,FALSE,2013-11-04,0
9145,0,693893.318019628,9793481.28830924,FALSE,2013-11-14,0
9162,0,651984.057490845,9825675.90845998,TRUE,2013-10-16,0
9183,0,681782.987514387,9813952.85441871,TRUE,2013-03-27,0
9186,0,662357.106195331,9829045.58200512,FALSE,2013-09-15,0
9188,0,651212.685238286,9820712.3924074,FALSE,2013-10-24,0
9189,0,651563.292507264,9821723.02213583,FALSE,2013-10-28,0
9190,0,649985.116115431,9818175.01617166,FALSE,2013-10-24,0
9226,0,647074.089274243,9792229.33175526,FALSE,2012-01-29,0
9240,0,668330.548068242,9813460.25426441,TRUE,2014-01-09,0
9342,0,682512.024177854,9803251.38777701,FALSE,2010-12-06,0
9457,0,685240.646660386,9795026.86914907,TRUE,2011-02-15,14
9565,0,702007.726266589,9800192.18952644,FALSE,2014-07-29,0
9574,0,682945.487049001,9811317.82123133,TRUE,2014-09-24,0
9654,9558,679247.420975276,9808286.78727623,TRUE,2014-11-13,0
9655,9558,678384.382871714,9806716.13790382,TRUE,2014-11-20,0
9657,9558,678790.663532264,9807373.58733424,TRUE,2014-11-13,0
9687,9558,678741.331418245,9807632.68567441,TRUE,2014-10-25,0
9709,0,683878.80136215,9814208.17878892,FALSE,2015-01-09,0
9718,0,670079.954236203,9817568.74398015,FALSE,2015-01-20,0
9736,0,678972.035502426,9808089.41259082,FALSE,2014-12-06,0
9784,9424,676939.464345451,9807061.39926921,TRUE,2014-11-28,0
1021,0,680460.909569766,9806417.88152247,TRUE,2004-03-15,28
1072,0,654237.31411496,9788705.8205423,TRUE,2003-09-15,28
1851,0,674988.019348734,9805593.7477952,TRUE,2004-09-01,28
2638,0,691064.902060263,9797003.63550789,FALSE,2007-06-07,0
2755,0,678650.11767615,9797178.60595196,FALSE,2007-02-05,0
2823,0,668253.386425345,9781804.9975285,FALSE,2004-06-15,28
2824,2825,668327.027840007,9779625.67727158,TRUE,2007-06-18,0
2831,0,682494.650843056,9809624.6116633,TRUE,2007-05-24,0
2839,2833,675846.93045172,9805789.08690852,TRUE,2007-05-10,7
2845,0,667961.919613918,9812913.84282448,TRUE,2011-01-01,28
2881,0,660844.39051497,9831800.3709186,FALSE,2007-01-25,7
2928,0,677766.093407362,9807983.51126822,TRUE,2007-06-26,0
2947,2941,682254.194001951,9810734.75947929,TRUE,2007-09-06,0
3008,0,686244.551215602,9811672.20677617,FALSE,2007-02-26,0
3016,0,687418.428777297,9815364.05248643,FALSE,2007-01-28,0
3019,0,685146.833271197,9816352.99593451,FALSE,2007-05-11,0
3025,0,688697.975770849,9816545.7157977,FALSE,2007-08-23,0
3070,0,667874.899290036,9792396.15617881,FALSE,2007-10-31,0
3081,3079,660452.232845856,9790021.71368135,TRUE,2007-12-03,0
3116,0,666172.84800063,9794666.87926901,TRUE,2007-09-25,7
3190,0,669834.481221425,9811703.73537109,FALSE,2007-06-25,7
3200,0,680394.504804828,9816239.50155329,FALSE,2008-01-05,7
3203,0,679903.96687599,9817428.34614563,TRUE,2007-12-17,0
3245,0,665503.300157015,9807211.39147979,FALSE,2007-03-15,0
3246,0,660100.903458411,9814351.03550205,FALSE,2007-02-05,7
3540,3541,674086.984880855,9817812.49276894,TRUE,2008-03-09,0
3543,3541,673602.179066941,9816441.13810328,TRUE,2008-02-25,7
3544,3541,673611.686160985,9815589.111698,TRUE,2008-02-25,7
3545,3541,674507.688372127,9815241.97462029,TRUE,2008-02-25,7
3546,3541,674184.049814671,9815934.56569141,TRUE,2008-03-01,0
3600,0,666350.321787731,9804890.49538403,FALSE,2008-03-18,0
3624,0,678158.963551108,9807340.20761596,FALSE,2008-03-25,7
3683,0,645660.322649168,9799628.84267378,FALSE,2008-05-25,7
3684,3683,646812.324440336,9800162.47345931,TRUE,2008-06-06,0
3721,3781,702457.406537727,9797067.63728968,TRUE,2008-08-07,0
3723,3756,698162.933943065,9790643.00137885,TRUE,2008-08-07,0
3725,0,695067.591756758,9797288.7383113,TRUE,2008-11-14,0
3727,3728,700278.917640403,9793649.09288796,TRUE,2009-01-17,0
3781,0,702947.14963774,9797364.04757509,FALSE,2008-07-15,7
3782,3781,702447.159674603,9797384.06178429,TRUE,2008-07-25,7
3795,0,664627.99198419,9793083.67798162,TRUE,2008-07-28,0
3798,0,647082.252760134,9814896.63575264,TRUE,2004-12-15,28
3824,0,683175.676670084,9803911.22765449,TRUE,2005-07-26,0
3841,0,675516.922513801,9801032.06715476,TRUE,2007-01-08,0
3849,0,670978.532980606,9783598.34423808,TRUE,2007-11-04,0
3857,0,694443.629011729,9798166.38317766,TRUE,2008-10-21,0
3875,0,687952.979139714,9763106.087448,FALSE,2008-12-17,0
3901,3900,698419.969979786,9796817.42463066,TRUE,2007-04-05,7
3911,0,672383.206704122,9787845.09676472,TRUE,2007-06-26,7
3912,0,674018.502926385,9790684.4318169,TRUE,2007-08-24,0
3945,0,662226.486303843,9813877.40321888,TRUE,2007-11-25,7
3949,0,662202.535369811,9813373.84209674,TRUE,2005-11-18,0
3954,0,689285.200213448,9804452.97399542,FALSE,2008-11-27,0
3988,0,685374.241622907,9797512.36227496,FALSE,2009-01-31,0
3993,0,693527.774515983,9804301.34415996,FALSE,2009-03-27,0
3995,0,698834.445757371,9804446.93395166,TRUE,2009-04-09,0
4016,0,681174.240077753,9807064.16696404,FALSE,2009-01-19,0
4017,0,683711.690378113,9805064.42650086,FALSE,2008-05-05,7
4021,0,690213.443392432,9797682.35451658,TRUE,2009-07-19,0
4028,3995,700270.845401079,9804217.0047264,TRUE,2009-05-15,7
4030,0,667438.616789954,9821475.22884703,TRUE,2007-11-22,0
4037,4030,666558.803006877,9821258.1058794,TRUE,2007-11-25,7
4079,0,669012.603320873,9818930.67988889,FALSE,2007-10-15,7
4101,0,681945.904173148,9803848.33083466,TRUE,2009-06-05,7
4102,0,648947.056548086,9775786.15963161,TRUE,2007-06-25,0
4103,0,650369.842202622,9778526.97311445,FALSE,2006-07-19,7
4109,0,682948.551304414,9786075.17487082,FALSE,2007-07-20,0
4111,3783,687169.704468578,9818164.03319788,TRUE,2008-08-15,7
4116,0,674051.894281456,9791318.25081118,TRUE,2008-03-06,0
4118,0,667212.955419434,9830913.85688279,FALSE,2009-11-05,7
4131,4130,640496.908255991,9810538.59203681,TRUE,2009-12-23,0
4136,4130,640083.289563541,9808967.55812715,TRUE,2009-12-29,7
4147,0,653152.437395941,9824444.96515433,FALSE,2009-11-15,7
4159,0,651211.375161684,9825988.75558672,TRUE,2010-04-01,0
4182,0,661351.064008316,9817877.47578688,FALSE,2010-05-03,0
4192,4194,674581.067137693,9803279.64059485,TRUE,2009-05-01,28
4193,4194,675436.637789284,9802542.96910332,TRUE,2009-05-01,28
4198,0,682676.940152317,9811766.67107603,TRUE,2007-12-01,28
4205,0,676842.705289846,9801418.29240857,TRUE,2010-05-01,28
4206,0,678171.559694236,9801988.66275534,TRUE,2010-05-01,28
4402,0,661682.7396623,9797683.11967944,TRUE,2010-06-10,0
4457,0,675220.811491055,9796319.43969918,FALSE,2010-08-12,0
4470,0,677190.234129906,9795226.41806607,FALSE,2010-08-05,0
4497,0,680384.548897427,9807885.34733056,FALSE,2010-09-02,0
4506,0,679942.859981314,9805640.34534303,FALSE,2010-07-03,0
4522,0,674293.557260024,9805547.13018812,FALSE,2010-08-15,7
4546,0,668780.475278059,9792225.00388651,FALSE,2010-09-30,0
4560,4550,667419.6049608,9791820.87351639,TRUE,2010-10-18,0
4592,4581,667901.483882567,9808008.92769884,TRUE,2010-10-18,0
4593,0,668759.969526369,9807357.84792085,TRUE,2010-08-15,7
4620,0,675411.201495621,9817646.74622256,FALSE,2010-09-09,0
4640,4641,685493.565002539,9796877.55865586,TRUE,2010-09-09,0
4687,0,674442.369161718,9790396.36352729,FALSE,2010-11-22,0
4819,0,641225.846906033,9812563.65019517,FALSE,2010-09-15,7
5015,0,688041.868234499,9762829.09675135,FALSE,2010-05-30,0
5017,0,670144.512241415,9823870.94471407,FALSE,2011-01-07,0
5082,0,672437.550781569,9792822.1420929,FALSE,2011-01-25,7
5085,5084,667043.79249783,9820972.08697678,TRUE,2011-01-25,7
5127,0,664072.636946864,9819952.09006822,FALSE,2011-01-05,7
5169,5250,646209.594250315,9824658.54564916,TRUE,2010-12-19,0
5309,5310,678930.562488409,9809234.24941635,TRUE,2011-06-09,0
5310,0,679568.939640326,9807899.43554353,FALSE,2011-05-15,7
5347,0,694184.272975627,9790744.98911092,TRUE,2011-08-04,0
5380,0,679310.791351586,9807079.26495314,TRUE,2011-09-29,0
5387,0,657847.504914959,9802552.84682862,TRUE,2011-09-05,0
5439,0,644415.170663104,9815251.77038831,FALSE,2010-12-25,7
5544,0,674150.250976567,9805289.63358632,FALSE,2010-11-15,7
5677,0,670671.089358792,9815098.58684788,TRUE,2011-01-15,7
5708,0,666741.339029697,9792821.6179694,FALSE,2011-04-20,0
5901,0,677541.807627912,9800030.27340327,TRUE,2011-03-05,7
5902,5901,677806.065003062,9798902.55803684,TRUE,2011-04-05,7
5904,0,668289.773908638,9792908.58578178,FALSE,2011-05-20,0
5921,0,665503.18620802,9789963.75982797,FALSE,2011-04-25,7
5936,0,669690.669605822,9788622.53762276,FALSE,2011-01-05,7
5945,5944,668123.583620028,9790292.31385253,TRUE,2011-04-25,7
5979,0,666914.221119286,9798333.47123844,FALSE,2011-04-15,7
5985,0,667737.755088329,9796712.30067305,FALSE,2011-04-15,7
6004,0,667364.671106994,9793236.01684811,FALSE,2011-05-05,7
6093,0,670799.531237967,9792511.32103008,FALSE,2011-04-05,7
6097,0,686808.692851425,9796674.21763532,FALSE,2011-06-08,0
619,0,688650.87194808,9789788.97681178,FALSE,2004-01-27,0
6279,0,669575.613849775,9786889.64933833,TRUE,2011-04-25,7
6746,0,684428.448340448,9797146.95068003,TRUE,2011-12-16,0
7105,0,647392.156102884,9779640.18501662,TRUE,2012-02-15,28
8681,6773,657529.484052382,9808937.94304859,TRUE,2012-02-05,7
7111,0,681488.75310344,9820134.28970092,TRUE,2012-03-16,0
7112,0,656754.570213257,9800907.70435524,TRUE,2012-04-02,0
7116,7467,700486.272648243,9799358.03282383,TRUE,2012-07-04,0
7121,0,683399.470631659,9782922.99817523,TRUE,2012-05-25,7
7122,7121,682823.515887532,9782537.32173957,TRUE,2012-06-16,7
7125,0,685864.040700734,9798181.36928193,TRUE,2012-07-07,0
7145,0,645829.281106974,9800274.89327252,TRUE,2012-03-18,0
7269,0,662690.628108982,9819451.22729723,FALSE,2012-02-15,7
7327,7328,699157.726398313,9803561.80383535,TRUE,2012-03-05,7
7328,0,700004.693055054,9803038.83518932,TRUE,2012-02-25,7
7920,0,673237.908423356,9817329.14136536,TRUE,2013-04-10,0
7962,0,692411.440508011,9799865.27822117,FALSE,2013-03-01,0
7986,0,698512.70725117,9808888.51766668,FALSE,2013-02-18,0
8053,0,682262.746822269,9797711.23467073,TRUE,2012-06-11,0
8056,0,695790.849267354,9804741.0319409,TRUE,2013-05-04,0
8566,7858,690791.17436939,9808737.02824847,TRUE,2013-01-03,0
8692,7925,670151.730990358,9796203.75613873,TRUE,2012-06-01,7
8693,7925,668893.20470937,9795827.30300311,TRUE,2012-06-10,7
9275,0,656471.778387462,9805371.84042546,TRUE,2012-05-07,0
9304,3833,694961.129344618,9806236.71154836,TRUE,2009-05-15,7
9479,9478,652863.015102737,9826046.94281755,TRUE,2014-06-28,0
9487,0,643901.602877662,9818945.12349772,FALSE,2014-05-08,0
9500,0,701003.685129772,9794063.64800428,TRUE,2014-07-12,0
9507,0,687192.124217334,9812685.60307254,TRUE,2014-04-18,0
9527,0,663260.038350963,9798842.70490746,FALSE,2014-08-15,0
9,0,691320.872183572,9802491.50603323,FALSE,2003-06-16,0
12,0,687375.717369533,9810967.36301386,FALSE,2003-03-29,0
13,0,688980.978927692,9807570.56461939,FALSE,2003-06-12,0
669,0,670168.14393811,9813051.81761092,FALSE,2004-03-15,28
1709,1606,680975.973990866,9817152.10613405,TRUE,2004-10-25,7
1710,1606,681907.009538384,9816661.37900605,TRUE,2004-10-29,0
1933,1932,683631.526440215,9805270.41567745,TRUE,2005-02-23,28
1934,0,676102.666165947,9811423.66964062,TRUE,2005-07-24,0
1935,0,675656.057334601,9810658.55888508,FALSE,2004-12-15,28
1936,1935,676599.985226619,9809402.42772081,TRUE,2005-01-15,28
1937,0,677209.362863659,9809142.6465092,FALSE,2005-01-15,28
1938,0,681875.838325345,9806918.4589726,TRUE,2005-08-17,0
1939,0,684130.159105107,9805806.38783226,TRUE,2005-09-11,0
1940,0,682658.706175562,9805690.51762006,TRUE,2005-09-11,0
1941,0,683992.93909774,9805415.53497069,TRUE,2005-09-11,0
1942,0,682287.900119487,9806115.49227859,TRUE,2005-09-11,0
1943,0,680380.991841624,9805963.86185958,TRUE,2005-08-02,0
1944,0,682113.997592534,9804820.86059897,FALSE,2004-11-15,28
1945,0,679655.485223336,9803223.81080474,TRUE,2004-05-26,0
1946,0,677530.015173255,9803550.52168368,TRUE,2004-10-15,28
1947,0,677354.032393898,9803396.03693437,TRUE,2004-10-15,28
1948,0,677562.029519937,9803247.18096739,TRUE,2004-10-15,28
1953,0,678536.436702524,9804017.51184947,FALSE,2005-06-15,28
1954,0,678138.708942038,9802216.00019158,FALSE,2005-08-25,7
1956,0,661748.691204077,9791500.83630484,FALSE,2005-08-12,0
1957,0,661382.013776711,9797025.98195883,FALSE,2002-08-15,28
1960,0,702506.233265511,9798715.37197538,FALSE,2005-04-15,0
1964,0,697186.497392098,9791519.67307061,TRUE,2005-04-06,0
2689,0,677914.592936583,9806979.29626429,TRUE,2006-09-13,0
2690,2689,677994.59936301,9807086.7553543,TRUE,2006-09-25,7
2694,2878,678177.848571521,9806582.18238387,TRUE,2007-05-15,28
2695,2697,666712.744875075,9818852.89223929,TRUE,2007-04-25,7
2696,2695,675619.463735556,9807179.85352708,TRUE,2007-05-05,7
2697,0,666499.335329243,9819451.44035126,FALSE,2007-04-25,7
2698,2696,675694.858921522,9807666.69552561,TRUE,2007-05-15,7
2830,0,677719.245379656,9806156.01429124,TRUE,2006-09-05,7
2856,0,687961.687790816,9811335.15905321,FALSE,2006-07-10,0
2878,0,676963.913710389,9805921.62945719,TRUE,2007-04-15,28
3773,3756,697512.849169256,9789621.93589776,TRUE,2008-08-04,0
3776,0,657439.984265623,9790000.34060424,FALSE,2008-07-15,0
3778,0,687389.803377404,9808975.21821065,FALSE,2008-07-25,7
3783,0,687491.239375477,9819013.82242484,TRUE,2008-08-03,0
3869,3857,694053.328612254,9797853.90779935,TRUE,2008-11-15,7
3874,3857,693769.839907078,9796448.96081228,TRUE,2008-10-25,7
3917,0,673569.407582966,9790247.0262552,FALSE,2007-01-08,0
3918,0,681142.215878202,9795520.26895851,FALSE,2005-05-15,28
4350,4349,666797.150879777,9783997.53695708,TRUE,2010-05-05,7
4351,4349,666443.149241763,9783598.24878006,TRUE,2010-05-15,7
4523,4522,674055.483121462,9807076.94478548,TRUE,2010-09-09,0
4525,4523,674212.549389377,9805576.11474051,TRUE,2010-09-25,7
4531,0,667818.719187926,9808506.97320667,FALSE,2010-08-05,7
4682,4681,676969.328764051,9786646.20092497,TRUE,2010-11-15,7
4683,4681,677432.465503148,9788120.46545218,TRUE,2010-11-15,7
4684,4681,676544.906129285,9787422.67545951,TRUE,2010-11-15,7
4685,4681,676948.566604562,9787177.02140273,TRUE,2010-11-15,7
4686,4681,676914.357292156,9786456.83928658,TRUE,2010-11-15,7
4715,4713,648896.95062713,9822048.33669183,TRUE,2010-09-15,7
4720,4719,648252.302707193,9820516.38459244,TRUE,2010-09-16,0
4721,0,649117.084867996,9820447.20870496,TRUE,2010-09-05,7
4728,0,657324.128830584,9824298.37425308,TRUE,2010-12-08,0
4730,0,656859.037009919,9826230.62187522,TRUE,2010-11-20,0
4737,4738,656649.814353023,9826208.08111676,TRUE,2010-10-24,0
4740,0,657349.322681888,9823233.38406241,TRUE,2010-11-14,0
4745,0,650990.885604238,9819681.36029357,FALSE,2010-10-05,0
4751,0,656523.112881793,9823442.84920663,TRUE,2010-12-13,0
4791,4790,653186.937654149,9822891.11893132,TRUE,2010-09-20,0
4792,4791,652092.459747554,9822408.01392635,TRUE,2010-09-23,0
4849,4688,673643.410521974,9789901.17977515,TRUE,2010-12-25,7
4850,4849,674591.94288258,9790717.54362483,TRUE,2011-01-03,0
4851,4849,673387.739714184,9789741.74533693,TRUE,2011-01-03,0
4852,4849,673059.28796072,9789295.90013834,TRUE,2011-01-03,7
4871,4867,657050.314079615,9822393.07591579,TRUE,2010-12-17,0
4887,4886,679505.573916169,9806279.51375146,TRUE,2011-01-12,0
4940,4933,668965.66235583,9794207.75700613,TRUE,2011-01-15,0
4958,4947,680317.548276346,9805754.61252607,TRUE,2011-01-29,0
4969,0,670798.076427546,9802239.45784518,FALSE,2011-01-05,0
4974,0,666261.866268874,9801497.50436344,FALSE,2010-12-15,7
4980,4974,664951.680794065,9802880.21392809,TRUE,2011-01-26,0
4983,4990,670498.413394661,9803390.78270252,TRUE,2010-12-25,7
4984,4983,670823.122994748,9804410.03477777,TRUE,2011-01-15,7
4990,0,669944.934137621,9804943.10432932,FALSE,2010-11-25,7
4991,4990,670664.934189514,9805006.24811071,TRUE,2010-12-25,7
4992,4990,670722.812878889,9804441.84820009,TRUE,2010-12-25,7
4993,4990,670945.04732917,9803804.62591656,TRUE,2010-12-05,7
4994,4990,669713.446940751,9804160.67488891,TRUE,2010-12-05,7
