"cellID","Region","District","Ward","WardID","Village","VillageID"
1068,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1069,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1070,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1071,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1072,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1073,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1074,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1075,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1076,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1077,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1078,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1079,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1080,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1081,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1082,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1083,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1084,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1085,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1086,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1087,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1088,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1089,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1090,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1091,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1092,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1093,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1094,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1095,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1096,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1097,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1098,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1099,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1100,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1101,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1102,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1103,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1104,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1105,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1106,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1107,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1108,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1109,"Mara","Serengeti","Kenyamonta",6,"Kenyamonta",21
1110,"Mara","Serengeti","Magange",11,"Magange",35
1111,"Mara","Serengeti","Magange",11,"Magange",35
1112,"Mara","Serengeti","Magange",11,"Magange",35
1113,"Mara","Serengeti","Magange",11,"Masinki",42
1114,"Mara","Serengeti","Magange",11,"Masinki",42
1115,"Mara","Serengeti","Magange",11,"Masinki",42
1116,"Mara","Serengeti","Magange",11,"Masinki",42
1117,"Mara","Serengeti","Magange",11,"Masinki",42
1118,"Mara","Serengeti","Magange",11,"Masinki",42
1119,"Mara","Serengeti","Magange",11,"Masinki",42
1120,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1121,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1122,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1123,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1124,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1125,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1126,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1127,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1128,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1129,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1130,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1131,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1132,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1133,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1134,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1135,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1136,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1137,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1138,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1139,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1140,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1141,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1142,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1143,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1144,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1145,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1146,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1147,"Mara","Serengeti","Rung'abure",25,"Gesarya",10
1148,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1149,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1150,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1151,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1152,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1153,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1154,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1155,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1156,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1157,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1158,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1159,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1160,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1161,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1162,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1163,"Mara","Serengeti","Magange",11,"Remung'orori",78
1164,"Mara","Serengeti","Magange",11,"Remung'orori",78
1165,"Mara","Serengeti","Magange",11,"Remung'orori",78
1166,"Mara","Serengeti","Magange",11,"Remung'orori",78
1167,"Mara","Serengeti","Magange",11,"Remung'orori",78
1168,"Mara","Serengeti","Magange",11,"Remung'orori",78
1169,"Mara","Serengeti","Magange",11,"Remung'orori",78
1170,"Mara","Serengeti","Magange",11,"Magange",35
1171,"Mara","Serengeti","Magange",11,"Magange",35
1172,"Mara","Serengeti","Magange",11,"Magange",35
1173,"Mara","Serengeti","Magange",11,"Magange",35
1174,"Mara","Serengeti","Magange",11,"Masinki",42
1175,"Mara","Serengeti","Magange",11,"Masinki",42
1176,"Mara","Serengeti","Magange",11,"Masinki",42
1177,"Mara","Serengeti","Magange",11,"Masinki",42
1178,"Mara","Serengeti","Magange",11,"Masinki",42
1179,"Mara","Serengeti","Magange",11,"Masinki",42
1180,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1181,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1182,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1183,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1184,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1185,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1186,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1187,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1188,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1189,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1190,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1191,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1192,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1193,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1194,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1195,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1196,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1197,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1198,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1199,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1200,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1201,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1202,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1203,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1204,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1205,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1206,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1207,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1208,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1209,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1210,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1211,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1212,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1213,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1214,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1215,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1216,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1217,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1218,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1219,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1220,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1221,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1222,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1223,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1224,"Mara","Serengeti","Magange",11,"Remung'orori",78
1225,"Mara","Serengeti","Magange",11,"Remung'orori",78
1226,"Mara","Serengeti","Magange",11,"Remung'orori",78
1227,"Mara","Serengeti","Magange",11,"Remung'orori",78
1228,"Mara","Serengeti","Magange",11,"Remung'orori",78
1229,"Mara","Serengeti","Magange",11,"Remung'orori",78
1230,"Mara","Serengeti","Magange",11,"Remung'orori",78
1231,"Mara","Serengeti","Magange",11,"Magange",35
1232,"Mara","Serengeti","Magange",11,"Magange",35
1233,"Mara","Serengeti","Magange",11,"Magange",35
1234,"Mara","Serengeti","Magange",11,"Magange",35
1235,"Mara","Serengeti","Magange",11,"Magange",35
1236,"Mara","Serengeti","Magange",11,"Masinki",42
1237,"Mara","Serengeti","Magange",11,"Masinki",42
1238,"Mara","Serengeti","Magange",11,"Masinki",42
1239,"Mara","Serengeti","Magange",11,"Masinki",42
1240,"Mara","Serengeti","Magange",11,"Masinki",42
1241,"Mara","Serengeti","Magange",11,"Masinki",42
1242,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1243,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1244,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1245,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1246,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1247,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1248,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1249,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1250,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1251,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1252,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1253,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1254,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1255,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1256,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1257,"Mara","Serengeti","Kebanchebanche",5,"Musati",55
1258,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1259,"Mara","Serengeti","Kebanchebanche",5,"Kebanchebanche",16
1260,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1261,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1262,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1263,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1264,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1265,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1266,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1267,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1268,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1269,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1270,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1271,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1272,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1273,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1274,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1275,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1276,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1277,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1278,"Mara","Serengeti","Mbalibali",14,"Mbalibali",44
1279,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1280,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1281,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1282,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1283,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1284,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1285,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1286,"Mara","Serengeti","Magange",11,"Remung'orori",78
1287,"Mara","Serengeti","Magange",11,"Remung'orori",78
1288,"Mara","Serengeti","Magange",11,"Remung'orori",78
1289,"Mara","Serengeti","Magange",11,"Remung'orori",78
1290,"Mara","Serengeti","Magange",11,"Remung'orori",78
1291,"Mara","Serengeti","Magange",11,"Remung'orori",78
1292,"Mara","Serengeti","Magange",11,"Remung'orori",78
1293,"Mara","Serengeti","Magange",11,"Magange",35
1294,"Mara","Serengeti","Magange",11,"Magange",35
1295,"Mara","Serengeti","Magange",11,"Magange",35
1296,"Mara","Serengeti","Magange",11,"Magange",35
1297,"Mara","Serengeti","Magange",11,"Magange",35
1298,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1299,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1300,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1301,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1302,"Mara","Serengeti","Ring'wani",24,"Ring'wani",80
1303,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1304,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1305,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1306,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1307,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1308,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1309,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1310,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1311,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1312,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1313,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1314,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1315,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1316,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1317,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1318,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1319,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1320,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1321,"Mara","Serengeti","Rung'abure",25,"Rung'abure",82
1322,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1323,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1324,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1325,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1326,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1327,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1328,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1329,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1330,"Mara","Serengeti","Rung'abure",25,"Nyamerama",66
1331,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1332,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1333,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1334,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1335,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1336,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1337,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1338,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1339,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1340,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1341,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1342,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1343,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1344,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1345,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1346,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1347,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1348,"Mara","Serengeti","Magange",11,"Remung'orori",78
1349,"Mara","Serengeti","Magange",11,"Remung'orori",78
1350,"Mara","Serengeti","Magange",11,"Remung'orori",78
1351,"Mara","Serengeti","Magange",11,"Remung'orori",78
1352,"Mara","Serengeti","Magange",11,"Remung'orori",78
1353,"Mara","Serengeti","Magange",11,"Remung'orori",78
1354,"Mara","Serengeti","Magange",11,"Remung'orori",78
1355,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1356,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1357,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1358,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1359,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1360,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1361,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1362,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1363,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1364,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1365,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1366,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1367,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1368,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1369,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1370,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1371,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1372,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1373,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1374,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1375,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1376,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1377,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1378,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1379,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1380,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1381,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1382,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1383,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1384,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1385,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1386,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1387,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1388,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1389,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1390,"Mara","Serengeti","Nyamoko",21,"Kerenero",23
1391,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1392,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1393,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1394,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1395,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1396,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1397,"Mara","Serengeti","Mbalibali",14,"Kitunguruma",28
1398,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1399,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1400,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1401,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1402,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1403,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1404,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1405,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1406,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1407,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1408,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1409,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1410,"Mara","Serengeti","Sedeco",26,"Bisarara",1
1411,"Mara","Serengeti","Magange",11,"Remung'orori",78
1412,"Mara","Serengeti","Magange",11,"Remung'orori",78
1413,"Mara","Serengeti","Magange",11,"Remung'orori",78
1414,"Mara","Serengeti","Magange",11,"Remung'orori",78
1415,"Mara","Serengeti","Magange",11,"Remung'orori",78
1416,"Mara","Serengeti","Magange",11,"Remung'orori",78
1417,"Mara","Serengeti","Magange",11,"Remung'orori",78
1418,"Mara","Serengeti","Magange",11,"Remung'orori",78
1419,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1420,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1421,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1422,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1423,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1424,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1425,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1426,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1427,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1428,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1429,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1430,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1431,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1432,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1433,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1434,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1435,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1436,"Mara","Serengeti","Nyamatare",19,"Nyirongo",76
1437,"Mara","Serengeti","Nyamatare",19,"Nyirongo",76
1438,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1439,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1440,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1441,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1442,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1443,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1444,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1445,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1446,"Mara","Serengeti","Nyamoko",21,"Masangura",41
1447,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1448,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1449,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1450,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1451,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1452,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1453,"Mara","Serengeti","Nyamoko",21,"Itununu",15
1454,"Mara","Serengeti","Nyamoko",21,"Kerenero",23
1455,"Mara","Serengeti","Nyamoko",21,"Kerenero",23
1456,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1457,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1458,"Mara","Serengeti","Geitasamo",2,"Nyamoko",68
1459,"Mara","Serengeti","Geitasamo",2,"Kegonga",18
1460,"Mara","Serengeti","Geitasamo",2,"Kegonga",18
1461,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1462,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1463,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1464,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1465,"Mara","Serengeti","Mbalibali",14,"Koreri",30
1466,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1467,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1468,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1469,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1470,"Mara","Serengeti","Sedeco",26,"Nyamburi",64
1471,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1472,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1473,"Mara","Serengeti","Mbalibali",14,"Tamkeri",87
1474,"Mara","Serengeti","Sedeco",26,"Bisarara",1
1475,"Mara","Serengeti","Magange",11,"Remung'orori",78
1476,"Mara","Serengeti","Magange",11,"Remung'orori",78
1477,"Mara","Serengeti","Magange",11,"Remung'orori",78
1478,"Mara","Serengeti","Magange",11,"Remung'orori",78
1479,"Mara","Serengeti","Magange",11,"Remung'orori",78
1480,"Mara","Serengeti","Magange",11,"Remung'orori",78
1481,"Mara","Serengeti","Magange",11,"Remung'orori",78
1482,"Mara","Serengeti","Magange",11,"Remung'orori",78
1483,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1484,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1485,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1486,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1487,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1488,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1489,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1490,"Mara","Serengeti","Nyambureti",20,"Maburi",33
1491,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1492,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1493,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1494,"Mara","Serengeti","Nyamatare",19,"Kemgesi",19
1495,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1496,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1497,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1498,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1499,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1500,"Mara","Serengeti","Nyamatare",19,"Nyamatare",61
1501,"Mara","Serengeti","Nyamatare",19,"Nyirongo",76
1502,"Mara","Serengeti","Nyamatare",19,"Nyirongo",76
1503,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
1504,"Mara","Serengeti","Ring'wani",24,"Kenyana",22
