"","id_case","id_biter","x_coord","y_coord","owned","date_symptoms","days_uncertain"
"104",3790,0,667021.942008131,9831452.51171219,FALSE,2008-03-15,28
"105",3796,0,648943.103650079,9813831.26316864,FALSE,2008-07-24,0
"106",3799,0,656986.83645648,9803711.99860339,TRUE,2008-08-02,0
"107",380,0,653724.87048815,9810340.49804013,TRUE,2003-11-15,7
"108",3826,0,645704.717603451,9781125.47605102,TRUE,2005-11-09,0
"109",3829,0,680114.241102801,9795112.36915161,TRUE,2008-05-15,0
"110",3842,0,686981.602406502,9760739.98402923,TRUE,2008-12-04,0
"111",3877,0,675567.080874004,9794882.73619773,TRUE,2008-11-25,0
"112",3905,0,694689.037179415,9795428.80214611,FALSE,2008-04-03,0
"113",3926,0,688001.774645948,9815627.09094869,TRUE,2008-08-15,28
"114",3927,0,692142.91994582,9810932.36317091,TRUE,2008-12-03,0
"115",4010,0,665014.82170616,9776150.20635555,TRUE,2009-09-12,0
"116",4043,0,668643.771346662,9820389.12566846,FALSE,2005-06-05,7
"117",4064,0,661878.193474153,9827967.79585784,FALSE,2009-04-15,7
"118",4068,0,650597.422260481,9822288.00834713,TRUE,2006-02-25,7
"119",4086,0,667016.260960298,9810084.7752881,TRUE,2009-01-25,7
"120",4088,0,652999.82663711,9819336.07701128,TRUE,2003-09-15,28
"121",4127,0,649055.889795201,9779335.0491634,TRUE,2009-10-17,0
"122",4139,0,638590.992702478,9811741.27604114,FALSE,2009-11-25,7
"123",4168,0,649497.588745918,9817806.0846474,TRUE,2009-11-15,28
"124",4169,0,643015.938706717,9820640.97963703,FALSE,2009-05-15,7
"125",4173,0,643362.289371934,9819641.85453039,FALSE,2009-11-05,7
"126",4190,0,674877.222013825,9802398.18493951,TRUE,2008-12-15,28
"127",4214,0,659907.885214814,9813923.19770539,FALSE,2010-05-03,0
"128",4221,0,663938.554213567,9815053.40999152,FALSE,2008-05-15,28
"129",4231,0,666815.021330611,9812620.7203718,FALSE,2009-09-12,7
"130",4237,0,662506.45222287,9806418.28715661,TRUE,2009-01-25,7
"131",4248,0,641725.174503104,9805982.78426131,FALSE,2009-07-10,0
"132",4282,0,657811.340705729,9823430.39714334,FALSE,2008-11-15,28
"133",4283,0,644661.263113527,9811952.17063144,TRUE,2010-05-07,0
"134",4285,0,656265.127123089,9823643.86597068,FALSE,2002-12-15,28
"135",4343,0,667536.625226501,9781501.71358471,FALSE,2010-04-25,7
"136",4367,0,667497.569199779,9794104.10162085,TRUE,2010-08-05,0
"137",4681,0,675926.348016753,9787067.83940164,TRUE,2010-10-28,0
"138",5018,0,665996.923512679,9777118.5125283,FALSE,2011-02-17,0
"139",5746,0,691386.493207596,9814043.77093953,FALSE,2011-03-11,0
"140",5832,0,695388.550680808,9803213.05736999,TRUE,2011-03-11,0
"141",5833,0,695479.004959321,9802484.81879995,TRUE,2011-03-11,0
"142",6103,0,696478.566835628,9791373.35568096,TRUE,2011-04-05,7
"143",6697,0,670881.131016251,9830568.05383626,TRUE,2011-10-15,7
"144",7285,0,680130.699696756,9782903.47298026,FALSE,2012-04-15,0
"145",8583,0,670856.438382552,9795547.30465751,FALSE,2013-09-03,0
"146",923,0,668807.344132615,9829725.57252881,TRUE,2002-12-17,0
"147",928,0,660775.819329302,9788681.89569203,FALSE,2002-03-31,0
"148",9296,0,696264.386509264,9805150.1689524,FALSE,2007-03-24,0
"149",9471,0,642943.964338032,9811364.3543441,TRUE,2014-05-26,0
"150",9485,0,655425.54706119,9791152.7138578,FALSE,2014-03-20,0
"151",9502,0,702720.026325128,9799663.55320187,FALSE,2014-06-16,0
"152",10103,0,686733.457669412,9760655.34198346,FALSE,2014-12-30,0
"153",10169,0,683787.086966083,9781629.92906898,FALSE,2015-04-29,0
"154",10268,0,671232.451768857,9811573.50211788,FALSE,2015-11-02,7
"155",10411,0,699870.9514255,9801261.80432462,FALSE,2016-03-17,7
"156",10497,0,671475.522817031,9795297.34658683,TRUE,2016-05-03,0
"157",10524,0,659873.45668538,9779257.15612696,TRUE,2016-05-21,0
"158",10510,0,668344.251831275,9791228.69077443,FALSE,2015-12-20,7
"159",10617,0,663195.256073549,9831391.42671546,FALSE,2016-05-27,7
"160",10583,0,662189.438496131,9822998.89149814,TRUE,2016-06-25,0
"161",10687,0,681731.561524307,9789892.90022356,FALSE,2016-06-13,7
"162",10699,0,678101.151293298,9797648.23974816,TRUE,2015-08-15,7
"163",10758,0,673290.875442235,9823599.08084311,FALSE,2014-07-16,7
"164",10717,0,695279.010096776,9809524.48064364,FALSE,2016-09-23,7
"165",10786,0,675970.628454168,9787184.3797075,TRUE,2016-11-21,0
"166",10821,0,689035.512857491,9817472.35123111,TRUE,2010-03-16,7
"167",10817,0,683779.207153244,9815171.57772006,FALSE,2014-03-13,0
"168",10896,0,699852.693007616,9801235.12745144,FALSE,2017-03-18,7
"169",10888,0,691031.629425591,9800211.64853012,TRUE,2017-03-17,0
"170",10880,0,674639.262541331,9804610.69503942,FALSE,2016-12-30,7
"171",10901,0,701440.719660408,9793085.27150907,TRUE,2017-04-26,0
"172",10921,0,660365.999672367,9813844.8261333,FALSE,2016-12-26,7
"173",10917,0,652146.143687643,9799813.47761967,FALSE,2016-10-06,7
"174",10938,0,690183.705054703,9814929.40381638,FALSE,2002-10-22,7
"175",10941,0,662124.458821156,9813134.63913382,FALSE,2017-09-08,7
"176",10946,0,660160.909535447,9775998.81713193,FALSE,2012-02-04,7
"177",10958,0,667162.410821076,9777648.40879154,TRUE,2014-01-26,7
"178",10975,0,650961.58591335,9819187.74839606,FALSE,2017-12-17,7
"179",10985,0,699991.082139893,9803083.19219816,FALSE,2017-12-16,7
"180",11015,0,691114.66388593,9815036.73462146,TRUE,2017-09-08,0
"181",11038,0,667766.725240071,9798761.52864113,FALSE,2018-09-23,7
"182",11042,0,678917.435170074,9807297.89632232,TRUE,2019-02-16,0
"183",11043,0,651555.275717893,9820019.06704883,TRUE,2019-02-12,0
"184",11044,0,699655.791266347,9802876.49948852,FALSE,2019-01-29,7
"185",11075,0,641832.656731795,9818638.7588784,TRUE,2019-04-12,7
"186",11077,0,660567.461774184,9830691.43452284,TRUE,2019-05-03,0
"187",11092,0,675015.713193357,9807981.75787185,TRUE,2019-11-19,0
"188",11096,0,699720.571005643,9793277.95049474,FALSE,2019-12-18,7
"189",11097,0,665787.950504925,9807835.03147127,FALSE,2019-06-09,7
"190",11102,0,678839.982232984,9819956.72446928,TRUE,2009-02-01,0
"191",11104,0,687237.366587902,9762341.40229092,FALSE,2017-10-21,7
"192",11115,0,683760.252524662,9796828.42656494,FALSE,2013-07-20,7
"193",11121,0,698096.904712056,9804981.7993449,FALSE,2020-05-28,7
"194",11123,0,666800.453084606,9808336.26309232,FALSE,2020-05-31,7
"195",11129,0,684506.380292033,9800214.63828556,FALSE,2010-04-17,7
"196",11130,0,685881.311150095,9799064.07729884,FALSE,2018-02-15,7
"197",11301,0,649180.172232585,9779384.6228699,FALSE,2011-02-08,7
"198",11305,0,649500.488082823,9779191.92529868,FALSE,2014-08-10,14
"199",11311,0,661728.45702678,9775965.85500224,FALSE,2012-02-04,7
"200",11312,0,638636.770619913,9805433.9173073,FALSE,2007-09-24,7
"201",11317,0,644887.569059024,9804907.69750777,FALSE,2017-10-05,7
"202",11318,0,645294.562313041,9803095.20212387,TRUE,2018-10-31,28
"203",11320,0,650178.362678447,9806411.89978024,TRUE,2007-02-21,28
"204",11322,0,643905.982464303,9797163.82192948,FALSE,2013-10-29,28
"205",11325,0,652197.678025533,9799345.54870998,TRUE,2020-05-29,28
"206",11324,0,649922.087136073,9802240.84949648,FALSE,2011-03-10,14
"207",11167,0,685035.918678846,9793346.96428772,FALSE,2019-09-15,7
"208",11172,0,680880.11394488,9797511.68122731,FALSE,2017-10-18,7
"209",11328,0,653342.706844824,9801686.74872508,FALSE,2020-01-12,14
"210",11327,0,653312.815353091,9803751.1630058,FALSE,2005-12-19,28
"211",11332,0,657078.398407034,9803779.02389556,FALSE,2014-08-03,7
"212",11175,0,702644.4332458,9794680.62630995,FALSE,2020-07-29,7
"213",11184,0,666045.964856724,9769549.25881453,FALSE,2010-01-06,7
"214",11217,0,681953.820528616,9781079.07322182,FALSE,2016-09-01,7
"215",11192,0,682255.322055557,9769090.66399923,FALSE,2016-10-23,7
"216",11218,0,700342.531783862,9800073.51320797,FALSE,2020-11-30,7
"217",11223,0,655327.671445539,9822988.65049191,FALSE,2020-12-15,7
"218",11404,0,677652.004535012,9810320.35698699,FALSE,2020-11-02,7
"219",11408,0,645356.481488753,9821402.54894413,FALSE,2020-10-27,0
"220",11415,0,646314.873941837,9797581.28375345,TRUE,2020-11-15,14
"221",11434,0,672806.767702192,9790776.80342821,TRUE,2012-05-21,28
"222",11525,0,667772.749094167,9792479.66409739,FALSE,2021-11-15,7
"223",11563,0,699433.568243573,9801990.22534222,FALSE,2021-12-19,7
"224",11444,0,697828.706603675,9805517.17034096,TRUE,2021-05-16,0
"225",11470,0,649478.461404725,9784840.3595731,TRUE,2021-05-02,0
"226",11473,11472,683300.609379379,9783003.11520139,TRUE,2021-05-10,0
"227",11476,0,652797.796711836,9824080.02973851,FALSE,2021-06-08,7
"228",11484,0,661447.909116343,9823008.04572397,TRUE,2021-05-31,7
"229",11486,0,677504.367525698,9792122.21120605,FALSE,2002-12-26,7
"230",11513,0,680845.341967258,9798800.48254254,FALSE,2021-10-23,0
"231",11575,0,652676.60399106,9772795.49281059,FALSE,2019-10-28,7
"232",11576,0,655794.7290683,9800767.40137177,TRUE,2022-04-07,0
"233",11804,0,682828.969071528,9789974.88068259,FALSE,2022-04-09,7
"234",11811,0,679852.999590855,9797898.69174603,TRUE,2022-05-02,0
"235",11827,0,657492.465328984,9809164.98845325,TRUE,2022-06-03,7
"236",11830,0,694382.374965404,9809235.5460979,FALSE,2022-08-07,7
"237",11845,0,656071.649540885,9826946.58735145,FALSE,2022-02-08,7
"238",11849,0,697947.471438667,9794536.17035912,FALSE,2022-10-22,7
"239",11890,0,659229.607508834,9830179.66920904,FALSE,2022-11-23,7
