"","id_case","id_biter","x_coord","y_coord","owned","date_symptoms","days_uncertain"
"65",10,0,700711.205468889,9801738.99573939,TRUE,2003-04-08,0
"66",1064,0,662627.123921926,9788235.4228492,FALSE,2003-06-14,0
"67",1066,0,662566.655290168,9785666.12778425,TRUE,2003-03-03,0
"68",1069,0,667085.64211061,9787627.02379166,FALSE,2002-03-31,0
"69",1105,0,665166.880853505,9811994.90533588,FALSE,2003-11-05,7
"70",1171,0,647268.068206122,9795652.08373266,TRUE,2003-07-30,0
"71",118,0,696473.147542882,9790814.31135837,FALSE,2003-01-15,7
"72",1300,0,642019.128269035,9813455.98390562,TRUE,2004-05-07,0
"73",1341,0,687205.247688218,9804534.33525396,FALSE,2002-10-25,7
"74",1351,0,687641.61357483,9763552.17730712,TRUE,2004-06-05,0
"75",14,0,695597.728362781,9804972.71249806,FALSE,2002-02-04,0
"76",1404,0,655052.922975809,9783941.14110366,TRUE,2004-02-22,0
"77",153,0,698928.852789315,9793953.2932633,TRUE,2002-10-15,28
"78",1556,0,663249.496959977,9800663.67116427,TRUE,2003-12-20,0
"79",1563,0,652514.326250715,9799167.76107609,TRUE,2004-06-07,0
"80",1611,0,671146.931724187,9786137.59233027,TRUE,2005-02-05,7
"81",1677,0,686815.873021606,9788201.54818375,FALSE,2004-07-05,0
"82",180,0,643679.860125358,9811727.98321498,TRUE,2002-10-15,28
"83",183,0,650935.970505209,9823582.53512097,FALSE,2003-08-10,0
"84",1892,0,687094.684815745,9814757.6526011,TRUE,2005-08-09,0
"85",193,0,640702.220522164,9820177.38283718,TRUE,2003-01-26,0
"86",1930,0,682454.12582989,9815146.5452615,TRUE,2002-03-05,0
"87",196,0,640527.106909843,9821230.28124649,TRUE,2003-01-26,0
"88",1977,0,675953.029203776,9822797.66882857,FALSE,2002-05-14,0
"89",1980,0,669610.507028544,9829780.64093193,TRUE,2003-04-15,28
"90",1981,0,670450.554792018,9830424.26688394,FALSE,2003-04-15,28
"91",1990,0,669625.010550989,9831528.0097563,TRUE,2005-04-15,28
"92",2005,0,658470.681669188,9824259.34563897,FALSE,2005-08-05,7
"93",2012,0,646094.351886106,9818062.22502863,FALSE,2005-05-15,28
"94",2018,0,642088.08968343,9810143.9390232,FALSE,2005-06-22,0
"95",2063,0,642614.151926317,9799368.79698324,FALSE,2005-07-27,0
"96",212,0,643811.450380069,9813385.62438006,TRUE,2003-02-03,0
"97",2145,0,677266.4803333,9788924.62401266,TRUE,2005-11-15,28
"98",2156,0,660647.504267238,9793285.2601118,TRUE,2005-11-05,7
"99",2165,0,650816.265974033,9784380.91311137,TRUE,2005-01-10,0
"100",2175,0,650814.512338431,9779881.77856606,FALSE,2002-09-15,28
"101",2243,0,649779.074098298,9818805.71061132,TRUE,2002-08-15,28
"102",2244,0,647898.449538361,9821529.11879417,TRUE,2004-03-17,0
"103",2246,0,659814.555156884,9824887.04005167,FALSE,2005-08-05,7
"104",2258,0,671114.622628608,9792990.06171043,TRUE,2005-08-15,28
"105",2275,0,665956.808584184,9815126.49258025,TRUE,2005-06-05,7
"106",231,0,699768.588882078,9795046.39480303,FALSE,2002-01-07,0
"107",234,0,695700.437352106,9794406.75797892,FALSE,2002-05-15,28
"108",2357,0,689363.99464489,9801889.96247311,TRUE,2006-03-30,0
"109",238,0,676861.472830686,9786312.79273357,TRUE,2003-09-03,0
"110",2383,0,679273.205660383,9787867.88352229,TRUE,2006-03-16,0
"111",2397,0,671886.461133634,9782702.79349277,TRUE,2006-04-24,0
"112",2421,0,690663.812306733,9811607.0226105,TRUE,2006-06-01,0
"113",2432,0,691391.065387313,9814778.55785045,TRUE,2004-04-17,0
"114",2530,0,670585.52647247,9820258.70953859,TRUE,2005-12-15,28
"115",2573,0,648260.142472208,9774126.96802551,FALSE,2006-11-13,0
"116",2618,0,684774.789017371,9797856.91030064,TRUE,2007-05-03,0
"117",2650,0,677692.172895574,9819843.23165168,FALSE,2002-08-15,28
"118",2679,0,660848.595200013,9797056.99260865,TRUE,2006-03-29,0
"119",2809,0,662303.146662275,9828484.12589435,FALSE,2006-12-24,0
"120",2829,0,669802.125006618,9831061.3323248,TRUE,2007-01-26,0
"121",3042,0,682762.27784365,9819411.46691979,TRUE,2006-07-28,0
"122",3072,0,657412.818307552,9789762.4271697,FALSE,2007-07-05,7
"123",31,0,673615.330298694,9790831.91450975,TRUE,2003-05-29,0
"124",3178,0,642813.903330255,9797679.48763054,TRUE,2007-02-15,28
"125",3179,0,643968.577842618,9799969.02211004,FALSE,2004-04-10,0
"126",3243,0,661857.995660763,9814986.28465116,TRUE,2003-05-15,28
"127",33,0,668327.242833077,9797193.70869312,TRUE,2003-06-20,0
"128",3449,0,661928.919191825,9814223.61007659,FALSE,2007-01-01,0
"129",3481,0,653026.786335754,9824519.04387003,FALSE,2008-01-05,7
"130",3494,0,640962.67983721,9823191.48340692,TRUE,2006-07-01,0
"131",3496,0,640684.47733865,9822118.22154283,TRUE,2004-12-13,0
"132",3503,0,654745.452704961,9781954.84598938,TRUE,2006-04-03,0
"133",351,0,663018.037139415,9770928.1701362,FALSE,2003-09-23,0
"134",3553,0,667828.00868334,9779897.53933264,TRUE,2005-05-24,0
"135",3559,0,697813.530373781,9804528.39838795,FALSE,2008-01-16,0
"136",357,0,669403.821222849,9831508.58421096,FALSE,2002-04-15,28
"137",3756,0,697638.158805469,9789267.66605214,TRUE,2008-07-21,0
"138",3780,0,700315.110817345,9793808.92035675,TRUE,2008-06-20,7
"139",3789,0,649127.732054628,9816712.91890692,FALSE,2006-10-25,7
"140",3790,0,667284.181321816,9830828.8893902,FALSE,2008-03-15,28
"141",3793,0,665835.174146499,9792317.25954922,TRUE,2008-06-03,0
"142",3796,0,649514.588237234,9813943.02775051,FALSE,2008-07-24,0
"143",3799,0,657149.802261284,9804358.7266906,TRUE,2008-08-02,0
"144",380,0,655131.706010187,9811094.20294983,TRUE,2003-11-15,7
"145",3825,0,681904.34831213,9804638.76467956,FALSE,2008-03-12,0
"146",3826,0,645540.327212246,9780996.02863462,TRUE,2005-11-09,0
"147",3829,0,680894.98654017,9796062.86151597,TRUE,2008-05-15,0
"148",3842,0,687858.195742965,9762423.49067729,TRUE,2008-12-04,0
"149",3877,0,676645.384978976,9796095.12195556,TRUE,2008-11-25,0
"150",3885,0,663461.33666447,9798169.06547139,FALSE,2008-11-09,0
"151",3905,0,694435.525248134,9794833.60112272,FALSE,2008-04-03,0
"152",3927,0,692157.523680302,9811116.41169737,TRUE,2008-12-03,0
"153",3928,0,690681.481926525,9811505.63880081,TRUE,2008-12-03,0
"154",3964,0,695747.938223826,9801614.7535579,FALSE,2009-03-05,0
"155",3976,0,689575.378335637,9816517.52653399,FALSE,2009-03-04,0
"156",3997,0,695717.762872832,9790032.51205578,TRUE,2009-07-08,0
"157",401,0,657232.264806161,9803850.6989491,TRUE,2003-08-15,28
"158",4010,0,665467.537663697,9777064.68283169,TRUE,2009-09-12,0
"159",4026,0,679463.872361088,9805422.76057122,FALSE,2009-04-21,0
"160",4043,0,667535.978330768,9819635.99835291,FALSE,2005-06-05,7
"161",4064,0,663166.865655465,9827994.53947661,FALSE,2009-04-15,7
"162",4068,0,650982.94663212,9822298.27069908,TRUE,2006-02-25,7
"163",4086,0,666919.660501806,9809380.77992943,TRUE,2009-01-25,7
"164",4125,0,650481.975377915,9779143.77925185,FALSE,2010-02-02,0
"165",4127,0,650541.412192063,9780651.47125752,TRUE,2009-10-17,0
"166",4128,0,649558.17817881,9780050.9074707,FALSE,2007-02-07,0
"167",4139,0,639877.646274706,9810680.43031823,FALSE,2009-11-25,7
"168",4151,0,698995.338697328,9804229.22456911,FALSE,2010-01-30,0
"169",4158,0,677127.221160048,9789133.4322534,FALSE,2006-09-12,0
"170",4168,0,649753.612598073,9818817.94333188,TRUE,2009-11-15,28
"171",4169,0,642242.829922142,9820749.89735718,FALSE,2009-05-15,7
"172",4173,0,643494.799434241,9819347.53008578,FALSE,2009-11-05,7
"173",4190,0,675578.558936881,9802821.3834695,TRUE,2008-12-15,28
"174",4211,0,670997.836569569,9812680.26104686,TRUE,2008-06-15,7
"175",4214,0,661093.180310015,9813511.93304369,FALSE,2010-05-03,0
"176",4231,0,666678.96287621,9812354.74539754,FALSE,2009-09-12,7
"177",4248,0,642353.073380125,9806999.03270308,FALSE,2009-07-10,0
"178",4282,0,655998.259830992,9822660.16099484,FALSE,2008-11-15,28
"179",4285,0,656097.739929088,9823992.49966561,FALSE,2002-12-15,28
"180",4288,0,671354.137720367,9811103.21690167,FALSE,2010-06-06,7
"181",4343,0,668834.804517224,9781876.6762708,FALSE,2010-04-25,7
"182",4367,0,668292.78100807,9793307.06196535,TRUE,2010-08-05,0
"183",4607,0,675647.598803462,9818003.99101009,FALSE,2010-03-15,7
"184",4634,0,676803.39172625,9818831.26314272,FALSE,2009-06-15,7
"185",4681,0,676439.937498576,9786883.77732351,TRUE,2010-10-28,0
"186",4708,0,653428.310188076,9825901.70658811,FALSE,2009-11-02,0
"187",483,0,680543.439857746,9796842.36816317,TRUE,2003-08-15,28
"188",5018,0,667218.045454838,9778388.40905605,FALSE,2011-02-17,0
"189",5172,0,652610.941805397,9819282.58685186,TRUE,2010-05-21,0
"190",5746,0,691915.249812126,9814222.0474565,FALSE,2011-03-11,0
"191",5832,0,695712.960121899,9802897.55308169,TRUE,2011-03-11,0
"192",5833,0,696330.338666427,9802540.65503326,TRUE,2011-03-11,0
"193",6103,0,696501.944331446,9791226.66994424,TRUE,2011-04-05,7
"194",6696,0,668894.03387304,9830882.23732152,TRUE,2010-10-15,28
"195",6697,0,671049.756966599,9831603.85372842,TRUE,2011-10-15,7
"196",7285,0,680482.420681316,9782868.85366473,FALSE,2012-04-15,0
"197",8583,0,671032.794494205,9795626.606466,FALSE,2013-09-03,0
"198",881,0,661115.066640746,9776213.91657865,FALSE,2004-07-21,0
"199",923,0,668861.068380577,9829805.1975286,TRUE,2002-12-17,0
"200",928,0,660496.556752584,9788194.59837921,FALSE,2002-03-31,0
"201",9296,0,695307.803832645,9805424.46279327,FALSE,2007-03-24,0
"202",9471,0,642965.567616847,9811589.56617584,TRUE,2014-05-26,0
"203",9485,0,656453.751164191,9792513.41214378,FALSE,2014-03-20,0
"204",9502,0,702284.74453387,9800572.33923562,FALSE,2014-06-16,0
"205",9551,0,677062.851283816,9807413.24253597,TRUE,2014-09-05,7
"206",9555,0,662307.178838338,9818399.67582703,FALSE,2014-10-01,0
"207",9564,0,686627.023114418,9793474.47611204,TRUE,2014-12-02,0
"208",10103,0,685791.930613836,9761589.06741083,FALSE,2014-12-30,0
"209",10114,0,697412.02263493,9793067.66071575,TRUE,2015-05-03,0
"210",10126,0,685676.746595275,9793303.86671546,TRUE,2015-05-25,0
"211",10169,0,684650.497085981,9781609.06582374,FALSE,2015-04-29,0
"212",10179,0,651442.917119036,9820526.25325339,FALSE,2015-01-11,0
"213",10268,0,671545.982772284,9810354.84110203,FALSE,2015-11-02,7
"214",10331,0,681775.086591146,9807751.58356987,TRUE,2016-02-11,0
"215",10497,0,671819.149228663,9795735.98804418,TRUE,2016-05-03,0
"216",10524,0,659480.502266478,9777780.9756159,TRUE,2016-05-21,0
"217",10510,0,667210.567407057,9790043.11585498,FALSE,2015-12-20,7
"218",10444,0,690354.831195429,9815783.93818464,FALSE,2015-11-13,7
"219",10617,0,662991.151199731,9831209.38366225,FALSE,2016-05-27,7
"220",10583,0,662308.739864148,9823996.66131492,TRUE,2016-06-25,0
"221",10687,0,681524.665458107,9788873.03284248,FALSE,2016-06-13,7
"222",10699,0,677673.988322416,9797746.05032669,TRUE,2015-08-15,7
"223",10721,0,682764.803229569,9812317.3789247,FALSE,2016-08-18,7
"224",10758,0,673014.653405084,9823482.84351379,FALSE,2014-07-16,7
"225",10717,0,695315.461728001,9809081.08717478,FALSE,2016-09-23,7
"226",10785,0,672492.603816858,9812124.58475427,FALSE,2016-07-17,0
"227",10786,0,676458.85502296,9788243.60366207,TRUE,2016-11-21,0
"228",10821,0,688930.599729883,9817190.96580516,TRUE,2010-03-16,7
"229",224,0,688668.600080411,9816856.25398866,TRUE,2003-08-19,7
"230",10817,0,683250.416683497,9814526.88153656,FALSE,2014-03-13,0
"231",10896,0,700080.618908917,9801828.49506716,FALSE,2017-03-18,7
"232",10882,0,683656.406194682,9812590.87308147,FALSE,2016-08-18,7
"233",10888,0,692075.101775235,9799217.55605543,TRUE,2017-03-17,0
"234",10880,0,674334.376201633,9804992.75393321,FALSE,2016-12-30,7
"235",10901,0,700498.503522052,9792491.18352,TRUE,2017-04-26,0
"236",10921,0,659969.974604706,9812783.99712483,FALSE,2016-12-26,7
"237",10906,0,654449.300929941,9821956.52639018,FALSE,2017-04-08,7
"238",10909,0,655112.900635977,9819079.19140252,FALSE,2016-11-15,7
"239",10917,0,651566.613576129,9799703.27957965,FALSE,2016-10-06,7
"240",10938,0,689094.986390802,9813410.59242099,FALSE,2002-10-22,7
"241",10941,0,662256.507111844,9813012.38933497,FALSE,2017-09-08,7
"242",10946,0,660517.713540783,9777599.18237578,FALSE,2012-02-04,7
"243",10958,0,665881.249923035,9778224.32097376,TRUE,2014-01-26,7
"244",10975,0,649738.245123562,9818673.09850989,FALSE,2017-12-17,7
"245",10981,0,667983.484971255,9810541.03775766,TRUE,2017-09-16,0
"246",10985,0,700035.067575167,9801334.87941147,FALSE,2017-12-16,7
"247",10983,0,680178.926573015,9805329.05940015,FALSE,2017-08-30,7
"248",10984,0,678459.094845036,9807532.17870551,FALSE,2018-02-05,7
"249",10978,0,679816.35581016,9813109.13643911,TRUE,2017-10-02,0
"250",10973,0,652367.337997647,9814419.2687257,TRUE,2018-03-11,7
"251",11015,0,690908.269365808,9815820.76682844,TRUE,2017-09-08,0
"252",11038,0,666489.329303411,9799393.6946305,FALSE,2018-09-23,7
"253",11042,0,678485.287662519,9806343.68319296,TRUE,2019-02-16,0
"254",11043,0,651473.819231291,9820388.88555093,TRUE,2019-02-12,0
"255",11044,0,699679.491913869,9801661.4706158,FALSE,2019-01-29,7
"256",11075,0,641528.871175333,9819291.64073076,TRUE,2019-04-12,7
"257",11077,0,660277.834422386,9830446.88924889,TRUE,2019-05-03,0
"258",11089,0,685356.529175707,9796990.08375922,FALSE,2019-03-22,7
"259",11092,0,675200.449227724,9807152.02391013,TRUE,2019-11-19,0
"260",11093,0,656022.261562832,9826189.4835439,FALSE,2019-09-28,0
"261",11096,0,699438.832865023,9793870.19475894,FALSE,2019-12-18,7
"262",11097,0,665788.782171793,9809043.3312697,FALSE,2019-06-09,7
"263",11102,0,679264.312755755,9819073.55844342,TRUE,2009-02-01,0
"264",11104,0,686610.078784219,9763060.03760972,FALSE,2017-10-21,7
"265",11111,0,660944.364785227,9828332.52244708,FALSE,2020-04-07,7
"266",11115,0,684771.327905386,9797621.92201836,FALSE,2013-07-20,7
"267",11121,0,699417.485391514,9804022.20710916,FALSE,2020-05-28,7
"268",11123,0,667973.941532049,9809825.92367855,FALSE,2020-05-31,7
"269",11120,0,686755.780625221,9789723.57818588,FALSE,2020-05-18,7
"270",11129,0,685999.854258639,9800526.78133569,FALSE,2010-04-17,7
"271",11130,0,685685.378949916,9798476.41192212,FALSE,2018-02-15,7
"272",11147,0,679410.328219228,9807064.46832083,FALSE,2019-05-31,7
"273",11301,0,649460.291759716,9778543.67657972,FALSE,2011-02-08,7
"274",11305,0,649125.755036195,9780997.3710736,FALSE,2014-08-10,14
"275",11311,0,661788.618220147,9777406.93746957,FALSE,2012-02-04,7
"276",11160,0,647044.357452321,9813635.21862224,FALSE,2019-05-27,7
"277",11319,0,651772.944345227,9783166.71882139,FALSE,2011-08-08,7
"278",11312,0,639026.296455781,9805475.17801495,FALSE,2007-09-24,7
"279",11316,0,646504.627563005,9807592.69257675,FALSE,2016-07-02,7
"280",11317,0,646417.010004969,9805858.65700444,FALSE,2017-10-05,7
"281",11318,0,645356.281798599,9802982.93065386,TRUE,2018-10-31,28
"282",11320,0,650361.038985373,9806873.97716739,TRUE,2007-02-21,28
"283",11322,0,645352.332197347,9798416.30944645,FALSE,2013-10-29,28
"284",11325,0,653392.889998109,9799988.50101897,TRUE,2020-05-29,28
"285",11324,0,649886.378278372,9802070.50900828,FALSE,2011-03-10,14
"286",11167,0,684968.894389215,9793021.67556915,FALSE,2019-09-15,7
"287",11172,0,680984.510258309,9797658.16700069,FALSE,2017-10-18,7
"288",11328,0,653022.991408276,9802892.01106895,FALSE,2020-01-12,14
"289",11332,0,655552.669462345,9802820.99075621,FALSE,2014-08-03,7
"290",11334,0,665855.034267324,9778408.28956929,FALSE,2014-01-26,28
"291",11175,0,701322.901083893,9794804.24776581,FALSE,2020-07-29,7
"292",11184,0,667752.214530574,9771372.29965382,FALSE,2010-01-06,7
"293",11217,0,683467.228326168,9780714.94417398,FALSE,2016-09-01,7
"294",11192,0,682932.269445286,9769615.38619493,FALSE,2016-10-23,7
"295",11218,0,700409.700617085,9799766.16527048,FALSE,2020-11-30,7
"296",11219,0,700250.002805056,9800920.00781894,FALSE,2020-11-30,7
"297",11223,0,656653.23685166,9823207.86811829,FALSE,2020-12-15,7
"298",11403,0,690690.461883184,9793455.27089856,FALSE,2020-02-11,7
"299",11404,0,678408.101779576,9809828.39846476,FALSE,2020-11-02,7
"300",11408,0,646592.317567166,9822028.05545322,FALSE,2020-10-27,0
"301",11415,0,646297.354720661,9798135.77340235,TRUE,2020-11-15,14
"302",11434,0,671744.465848521,9789111.35251811,TRUE,2012-05-21,28
"303",11561,0,697292.779682989,9791420.41462316,FALSE,2022-01-29,7
"304",11525,0,668737.845854243,9792217.12146218,FALSE,2021-11-15,7
"305",11444,0,697538.879755596,9805295.85370861,TRUE,2021-05-16,0
"306",11470,0,649438.890028208,9784217.87744885,TRUE,2021-05-02,0
"307",11473,11472,682778.378858069,9781370.80274757,TRUE,2021-05-10,0
"308",11476,0,652480.185588401,9825172.63436495,FALSE,2021-06-08,7
"309",11484,0,660032.216883329,9823058.40931957,TRUE,2021-05-31,7
"310",11486,0,678453.970257667,9792293.94739568,FALSE,2002-12-26,7
"311",11494,0,651446.215125539,9807014.61551202,FALSE,2021-07-22,7
"312",11497,0,685691.528970917,9795788.01133125,FALSE,2020-09-30,7
"313",11501,0,651175.93361117,9804292.23195162,FALSE,2021-07-22,7
"314",11500,0,649115.902440847,9803647.10125268,FALSE,2021-02-10,0
"315",11513,0,681248.169835962,9798235.77038879,FALSE,2021-10-23,0
"316",11521,0,699120.841291093,9792572.87726232,FALSE,2021-10-27,0
"317",11524,0,645208.48397924,9796423.87831695,FALSE,2021-10-07,7
"318",11575,0,651583.748159917,9772438.08733339,FALSE,2019-10-28,7
"319",11576,0,656522.73146285,9799239.90455797,TRUE,2022-04-07,0
"320",11800,0,668189.112699094,9792614.31828291,FALSE,2022-04-26,7
"321",11804,0,682600.522586519,9788188.82307345,FALSE,2022-04-09,7
"322",11811,0,680256.844905723,9798781.73004193,TRUE,2022-05-02,0
"323",11827,0,657205.950244889,9809902.79415644,TRUE,2022-06-03,7
"324",11830,0,694063.955861428,9810588.82142072,FALSE,2022-08-07,7
"325",11845,0,656770.221107843,9826179.48900845,FALSE,2022-02-08,7
"326",11849,0,699756.569990648,9794800.29764108,FALSE,2022-10-22,7
"327",11890,0,660097.520597595,9830638.98672744,FALSE,2022-11-23,7
