"shape","2.1 (2-2.2)","rate","0.00097 (0.00089-0.001)","60792","5056.6","5923","7037.8"
"meanlog","7.46 (7.43-7.48)","sdlog","0.82 (0.79-0.84)","60659","6609.1","8545.2","11520.1"
"shape","1.44 (1.4-1.5)","scale","2455.61 (2374.41-2532.61)","61117","5251","6065.4","7073"
